year,month,day,hour,O3_forecast,NO2_forecast,T_forecast,q_forecast,u_forecast,v_forecast,w_forecast,NO2_satellite,HCHO_satellite,ratio_satellite,O3_target,NO2_target
2024.00,5.00,23.00,11.00,17.76,35.53,6.42,16.46,2.14,0.94,-0.12,,,,83.28,16.23
2024.00,5.00,23.00,12.00,15.56,39.30,5.39,17.03,1.99,0.61,0.35,,,,90.80,18.12
2024.00,5.00,23.00,13.00,10.58,48.97,6.86,17.26,1.89,0.65,0.54,,,,85.45,22.38
2024.00,5.00,23.00,14.00,5.60,58.63,6.82,17.49,1.78,0.69,0.72,,,,74.67,26.90
2024.00,5.00,23.00,15.00,0.62,68.30,8.47,17.72,1.68,0.73,0.91,,,,50.97,33.25
2024.00,5.00,23.00,16.00,3.95,76.29,8.40,17.90,1.23,0.75,0.54,,,,49.20,33.58
2024.00,5.00,23.00,17.00,7.28,84.28,11.04,18.09,0.78,0.77,0.17,,,,39.30,49.62
2024.00,5.00,23.00,18.00,10.61,92.27,12.29,18.28,0.33,0.79,-0.21,,,,19.15,45.17
2024.00,5.00,23.00,19.00,7.79,95.00,10.29,18.30,0.47,0.67,-0.37,,,,24.55,31.50
2024.00,5.00,23.00,20.00,4.96,97.74,9.77,18.32,0.62,0.55,-0.52,,,,29.15,27.07
2024.00,5.00,23.00,21.00,2.14,100.48,5.95,18.34,0.77,0.43,-0.68,,,,57.27,26.75
2024.00,5.00,23.00,22.00,5.96,83.39,7.35,17.65,1.23,0.49,-0.58,,,,35.23,21.03
2024.00,5.00,23.00,23.00,9.78,66.30,6.96,16.96,1.68,0.56,-0.48,,,,30.50,21.92
2022.00,7.00,24.00,0.00,58.23,57.51,14.41,8.09,1.87,-1.27,1.51,,,,16.07,11.27
2022.00,7.00,24.00,1.00,55.06,54.31,13.53,8.31,1.78,-1.19,1.49,,,,15.45,16.90
2022.00,7.00,24.00,2.00,51.89,51.10,13.64,8.53,1.69,-1.12,1.47,,,,17.95,22.57
2022.00,7.00,24.00,3.00,48.73,47.89,13.52,8.74,1.61,-1.04,1.45,,,,27.85,19.62
2022.00,7.00,24.00,4.00,49.84,57.87,11.16,8.66,1.70,-0.93,1.20,,,,40.38,13.68
2022.00,7.00,24.00,5.00,50.95,67.85,10.07,8.58,1.79,-0.82,0.95,,,,44.15,12.80
2022.00,7.00,24.00,6.00,52.06,77.83,9.31,8.50,1.88,-0.70,0.70,,,,48.68,10.95
2022.00,7.00,24.00,7.00,55.49,72.03,7.33,8.38,1.67,-0.98,0.86,,,,47.80,12.88
2022.00,7.00,24.00,8.00,58.92,66.23,9.13,8.26,1.46,-1.26,1.02,0.45,1.63,0.27,51.33,11.95
2022.00,7.00,24.00,9.00,62.34,60.43,11.54,8.14,1.24,-1.54,1.18,,,,48.97,10.90
2022.00,7.00,24.00,10.00,68.76,56.65,13.07,7.94,1.37,-1.29,1.19,,,,52.35,10.82
2022.00,7.00,24.00,11.00,75.18,52.86,12.59,7.75,1.49,-1.04,1.21,,,,47.70,13.97
2022.00,7.00,24.00,12.00,81.60,49.08,12.90,7.56,1.62,-0.80,1.23,,,,41.88,18.02
2022.00,7.00,24.00,13.00,81.50,46.54,14.65,7.47,1.57,-0.64,0.76,,,,38.35,18.80
2022.00,7.00,24.00,14.00,81.39,43.99,13.59,7.38,1.52,-0.48,0.28,,,,18.73,40.85
2022.00,7.00,24.00,15.00,81.29,41.45,11.28,7.30,1.47,-0.32,-0.19,,,,12.60,44.38
2022.00,7.00,24.00,16.00,81.30,40.64,9.67,7.26,1.19,-0.85,0.18,,,,10.68,44.45
2022.00,7.00,24.00,17.00,81.31,39.83,9.29,7.22,0.91,-1.38,0.55,,,,11.55,25.67
2022.00,7.00,24.00,18.00,81.33,39.02,8.86,7.19,0.63,-1.91,0.92,,,,15.55,24.92
2022.00,7.00,24.00,19.00,77.86,53.67,9.30,7.13,0.74,-1.33,0.83,,,,11.45,24.58
2022.00,7.00,24.00,20.00,74.38,68.31,13.18,7.07,0.85,-0.76,0.75,,,,9.80,17.95
2022.00,7.00,24.00,21.00,70.91,82.96,13.56,7.02,0.96,-0.19,0.67,,,,27.63,14.50
2022.00,7.00,24.00,22.00,81.75,84.22,12.73,7.10,0.86,-0.07,0.54,,,,18.00,20.65
2022.00,7.00,24.00,23.00,92.59,85.49,17.20,7.19,0.75,0.06,0.41,,,,17.70,18.35
2023.00,7.00,25.00,0.00,61.98,55.68,8.86,8.86,0.06,-0.44,0.54,,,,21.80,17.20
2023.00,7.00,25.00,1.00,45.99,62.10,7.73,8.37,-0.01,-0.03,0.72,,,,21.10,16.10
2023.00,7.00,25.00,2.00,30.01,68.52,6.89,7.88,-0.07,0.37,0.89,,,,7.57,14.00
2023.00,7.00,25.00,3.00,14.02,74.94,6.59,7.39,-0.14,0.78,1.07,,,,3.55,14.22
2023.00,7.00,25.00,4.00,9.72,85.67,6.26,7.54,-0.69,0.89,0.81,,,,21.48,17.70
2023.00,7.00,25.00,5.00,5.43,96.41,8.65,7.69,-1.24,0.99,0.55,,,,18.20,16.00
2023.00,7.00,25.00,6.00,1.13,107.15,12.27,7.83,-1.79,1.10,0.29,,,,37.53,17.20
2023.00,7.00,25.00,7.00,2.48,97.38,12.07,7.06,-2.22,1.73,0.78,,,,29.27,16.73
2023.00,7.00,25.00,8.00,3.82,87.61,12.02,6.29,-2.65,2.37,1.27,,,,27.35,17.02
2023.00,7.00,25.00,9.00,5.17,77.85,12.95,5.51,-3.07,3.00,1.76,,,,22.60,17.73
2023.00,7.00,25.00,10.00,7.69,76.42,9.22,5.55,-2.16,2.59,1.43,,,,23.45,16.95
2023.00,7.00,25.00,11.00,10.21,75.00,8.42,5.59,-1.25,2.17,1.10,,,,44.75,17.68
2023.00,7.00,25.00,12.00,12.72,73.58,7.86,5.62,-0.34,1.76,0.78,,,,17.60,18.75
2023.00,7.00,25.00,13.00,17.20,73.34,8.19,5.85,0.20,0.87,0.85,,,,12.52,18.93
2023.00,7.00,25.00,14.00,21.67,73.10,8.75,6.08,0.74,-0.03,0.93,,,,11.07,18.95
2023.00,7.00,25.00,15.00,26.15,72.87,8.64,6.31,1.27,-0.92,1.01,,,,9.85,19.98
2023.00,7.00,25.00,16.00,23.86,83.40,10.89,6.30,1.40,-0.98,0.85,,,,23.90,20.08
2023.00,7.00,25.00,17.00,21.57,93.94,10.33,6.28,1.53,-1.04,0.68,,,,18.68,17.40
2023.00,7.00,25.00,18.00,19.28,104.47,11.03,6.27,1.66,-1.10,0.52,,,,15.82,16.20
2023.00,7.00,25.00,19.00,19.24,103.44,11.50,6.42,1.97,-0.84,0.18,,,,9.58,15.17
2023.00,7.00,25.00,20.00,19.20,102.41,12.74,6.58,2.29,-0.58,-0.15,,,,9.95,13.75
2023.00,7.00,25.00,21.00,19.17,101.37,12.05,6.74,2.60,-0.32,-0.48,,,,9.83,12.70
2023.00,7.00,25.00,22.00,13.60,106.71,7.79,6.77,2.25,-0.51,-0.48,,,,8.28,13.57
2023.00,7.00,25.00,23.00,8.03,112.05,7.39,6.80,1.90,-0.70,-0.48,,,,6.75,14.65
2019.00,11.00,5.00,0.00,4.22,89.01,17.21,8.76,2.23,0.15,-0.12,,,,9.07,40.45
2019.00,11.00,5.00,1.00,11.65,78.45,17.04,8.83,2.28,-0.25,-0.14,,,,9.10,38.00
2019.00,11.00,5.00,2.00,19.08,67.89,18.10,8.90,2.32,-0.65,-0.15,,,,10.55,41.15
2019.00,11.00,5.00,3.00,26.51,57.33,18.03,8.97,2.36,-1.06,-0.16,,,,20.95,38.12
2019.00,11.00,5.00,4.00,17.67,86.12,18.68,8.26,2.39,-1.03,-0.14,,,,42.58,36.10
2019.00,11.00,5.00,5.00,8.84,114.92,17.90,7.54,2.41,-1.00,-0.11,,,,69.67,30.60
2019.00,11.00,5.00,6.00,0.00,143.71,16.53,6.83,2.44,-0.97,-0.09,,,,83.70,23.48
2019.00,11.00,5.00,7.00,23.64,102.07,17.43,6.70,1.73,0.01,-0.18,,,,90.58,15.10
2019.00,11.00,5.00,8.00,47.27,60.43,15.42,6.57,1.03,0.98,-0.28,1.47,1.89,0.78,91.20,12.88
2019.00,11.00,5.00,9.00,70.91,18.79,14.87,6.45,0.33,1.96,-0.37,,,,91.35,13.07
2019.00,11.00,5.00,10.00,67.06,20.52,14.87,6.46,-0.32,1.97,0.21,,,,93.15,15.23
2019.00,11.00,5.00,11.00,63.21,22.24,14.59,6.46,-0.97,1.98,0.80,,,,95.03,15.38
2019.00,11.00,5.00,12.00,59.36,23.96,16.08,6.47,-1.61,1.99,1.38,,,,79.80,24.20
2019.00,11.00,5.00,13.00,40.72,35.86,14.87,6.60,-1.03,1.68,1.12,,,,24.90,67.78
2019.00,11.00,5.00,14.00,22.08,47.77,13.67,6.72,-0.45,1.36,0.85,,,,6.82,69.65
2019.00,11.00,5.00,15.00,3.44,59.67,12.35,6.84,0.13,1.05,0.59,,,,6.98,67.80
2019.00,11.00,5.00,16.00,5.34,59.57,10.79,6.96,-0.40,0.12,0.32,,,,8.38,80.35
2019.00,11.00,5.00,17.00,7.24,59.47,11.87,7.07,-0.93,-0.80,0.06,,,,8.78,71.85
2019.00,11.00,5.00,18.00,9.14,59.37,12.55,7.19,-1.45,-1.73,-0.20,,,,8.95,68.30
2019.00,11.00,5.00,19.00,6.11,80.13,12.50,7.19,-0.22,-1.32,0.82,,,,8.45,72.60
2019.00,11.00,5.00,20.00,3.08,100.90,11.56,7.20,1.02,-0.90,1.84,,,,8.50,62.15
2019.00,11.00,5.00,21.00,0.06,121.67,11.40,7.21,2.26,-0.49,2.86,,,,8.30,55.60
2019.00,11.00,5.00,22.00,2.75,123.38,9.49,7.32,2.30,-0.55,2.09,,,,8.23,50.25
2019.00,11.00,5.00,23.00,5.44,125.10,12.29,7.43,2.34,-0.61,1.31,,,,7.32,42.45
2024.00,1.00,12.00,0.00,2.59,124.28,16.95,12.35,-0.49,-2.29,-0.47,,,,3.95,39.62
2024.00,1.00,12.00,1.00,1.82,132.85,17.71,11.53,-0.06,-2.35,-0.43,,,,3.17,39.92
2024.00,1.00,12.00,2.00,1.05,141.42,20.99,10.71,0.38,-2.42,-0.39,,,,5.58,37.80
2024.00,1.00,12.00,3.00,0.28,149.99,23.29,9.90,0.81,-2.48,-0.35,,,,9.22,33.12
2024.00,1.00,12.00,4.00,0.51,142.48,21.88,9.92,1.15,-2.00,-0.53,,,,7.00,36.45
2024.00,1.00,12.00,5.00,0.74,134.98,22.41,9.95,1.49,-1.53,-0.72,,,,9.68,49.28
2024.00,1.00,12.00,6.00,0.97,127.47,22.45,9.97,1.82,-1.05,-0.90,,,,17.75,87.47
2024.00,1.00,12.00,7.00,5.38,116.79,23.64,9.82,1.86,-0.93,-0.80,,,,35.30,55.38
2024.00,1.00,12.00,8.00,9.79,106.12,23.58,9.67,1.90,-0.81,-0.69,2.74,3.19,0.86,63.67,53.90
2024.00,1.00,12.00,9.00,14.20,95.44,26.60,9.53,1.94,-0.69,-0.59,,,,93.05,45.20
2024.00,1.00,12.00,10.00,9.60,103.56,25.48,9.67,1.18,-1.24,-0.53,,,,100.55,35.55
2024.00,1.00,12.00,11.00,5.01,111.68,22.33,9.82,0.41,-1.79,-0.46,,,,82.58,30.60
2024.00,1.00,12.00,12.00,0.42,119.80,23.65,9.96,-0.36,-2.34,-0.40,,,,64.03,34.55
2024.00,1.00,12.00,13.00,9.10,108.00,22.67,10.35,0.17,-2.31,-0.73,,,,40.38,47.50
2024.00,1.00,12.00,14.00,17.79,96.20,21.54,10.75,0.70,-2.29,-1.06,,,,13.32,59.85
2024.00,1.00,12.00,15.00,26.47,84.40,22.32,11.14,1.23,-2.26,-1.39,,,,4.70,58.55
2024.00,1.00,12.00,16.00,22.94,98.52,21.03,11.08,1.43,-1.65,-1.19,,,,4.82,59.65
2024.00,1.00,12.00,17.00,19.41,112.63,21.00,11.01,1.64,-1.04,-0.99,,,,5.72,63.15
2024.00,1.00,12.00,18.00,15.87,126.74,24.09,10.95,1.84,-0.44,-0.78,,,,3.57,58.17
2024.00,1.00,12.00,19.00,18.43,116.92,21.89,11.05,1.90,-0.59,-0.79,,,,4.90,51.72
2024.00,1.00,12.00,20.00,20.99,107.10,22.50,11.16,1.96,-0.75,-0.80,,,,4.20,42.38
2024.00,1.00,12.00,21.00,23.55,97.28,20.70,11.26,2.02,-0.90,-0.81,,,,3.10,38.10
2024.00,1.00,12.00,22.00,21.40,100.48,20.97,11.19,2.06,-0.88,-0.90,,,,3.23,32.02
2024.00,1.00,12.00,23.00,19.25,103.68,19.76,11.13,2.10,-0.86,-0.99,,,,2.90,31.55
2020.00,12.00,13.00,0.00,99.43,51.72,41.32,6.17,1.19,0.01,-1.78,,,,27.00,22.70
2020.00,12.00,13.00,1.00,106.92,56.64,39.81,6.02,0.86,0.18,-1.92,,,,18.50,25.65
2020.00,12.00,13.00,2.00,114.40,61.56,41.36,5.88,0.54,0.36,-2.07,,,,19.25,27.05
2020.00,12.00,13.00,3.00,121.88,66.47,39.51,5.73,0.21,0.53,-2.21,,,,24.23,27.55
2020.00,12.00,13.00,4.00,101.11,69.99,37.78,5.92,0.04,0.80,-2.25,,,,21.42,38.48
2020.00,12.00,13.00,5.00,80.33,73.50,38.20,6.11,-0.14,1.07,-2.29,,,,21.43,49.92
2020.00,12.00,13.00,6.00,59.56,77.01,37.90,6.30,-0.31,1.34,-2.33,,,,34.03,35.38
2020.00,12.00,13.00,7.00,62.40,66.37,37.83,7.43,0.05,0.59,-2.42,,,,46.00,29.12
2020.00,12.00,13.00,8.00,65.24,55.73,39.17,8.55,0.42,-0.16,-2.51,0.51,0.47,1.09,55.12,24.73
2020.00,12.00,13.00,9.00,68.09,45.10,41.31,9.68,0.79,-0.90,-2.61,,,,55.00,18.65
2020.00,12.00,13.00,10.00,64.15,43.51,41.37,9.94,0.30,-0.63,-2.31,,,,54.20,18.70
2020.00,12.00,13.00,11.00,60.22,41.93,41.36,10.20,-0.19,-0.36,-2.01,,,,54.65,21.35
2020.00,12.00,13.00,12.00,56.29,40.35,41.48,10.46,-0.68,-0.09,-1.72,,,,47.10,25.17
2020.00,12.00,13.00,13.00,48.46,47.52,43.55,10.58,-0.12,-0.28,-1.84,,,,30.28,33.90
2020.00,12.00,13.00,14.00,40.63,54.70,42.29,10.71,0.44,-0.47,-1.96,,,,22.60,40.60
2020.00,12.00,13.00,15.00,32.79,61.87,42.60,10.83,1.00,-0.66,-2.08,,,,17.80,40.80
2020.00,12.00,13.00,16.00,40.08,55.55,38.16,10.98,1.23,-0.55,-2.40,,,,16.62,37.83
2020.00,12.00,13.00,17.00,47.36,49.23,40.08,11.13,1.45,-0.45,-2.71,,,,14.60,35.55
2020.00,12.00,13.00,18.00,54.65,42.91,39.24,11.28,1.67,-0.34,-3.03,,,,14.75,31.60
2020.00,12.00,13.00,19.00,62.17,38.64,40.26,10.61,2.24,-0.49,-2.78,,,,13.03,29.88
2020.00,12.00,13.00,20.00,69.70,34.38,36.90,9.94,2.81,-0.64,-2.53,,,,14.40,28.62
2020.00,12.00,13.00,21.00,77.23,30.11,39.12,9.27,3.38,-0.79,-2.28,,,,17.20,29.10
2020.00,12.00,13.00,22.00,77.23,36.48,38.11,8.71,3.47,-0.85,-1.84,,,,18.57,27.60
2020.00,12.00,13.00,23.00,77.24,42.85,39.49,8.16,3.55,-0.91,-1.39,,,,19.77,25.35
2019.00,9.00,29.00,0.00,27.03,43.54,27.71,10.26,-1.19,-0.41,2.46,,,,2.72,9.60
2019.00,9.00,29.00,1.00,31.18,41.19,24.16,9.68,-1.05,-0.07,1.78,,,,3.25,9.32
2019.00,9.00,29.00,2.00,35.34,38.83,24.05,9.10,-0.92,0.27,1.09,,,,2.50,9.88
2019.00,9.00,29.00,3.00,39.50,36.47,22.82,8.52,-0.78,0.61,0.41,,,,16.88,8.82
2019.00,9.00,29.00,4.00,39.70,37.35,24.84,7.80,0.02,0.22,0.82,,,,14.17,9.60
2019.00,9.00,29.00,5.00,39.90,38.23,25.31,7.09,0.81,-0.16,1.23,,,,9.62,11.98
2019.00,9.00,29.00,6.00,40.09,39.11,26.03,6.37,1.61,-0.54,1.63,,,,23.75,11.42
2019.00,9.00,29.00,7.00,41.08,37.38,24.98,7.03,0.53,-0.39,2.04,,,,12.68,13.90
2019.00,9.00,29.00,8.00,42.06,35.64,24.83,7.69,-0.54,-0.23,2.45,,2.58,,14.43,10.72
2019.00,9.00,29.00,9.00,43.04,33.91,25.52,8.34,-1.62,-0.07,2.86,,,,18.42,9.03
2019.00,9.00,29.00,10.00,42.64,37.53,26.87,9.53,-1.96,0.69,2.25,,,,21.25,6.55
2019.00,9.00,29.00,11.00,42.24,41.16,26.96,10.73,-2.31,1.45,1.64,,,,23.25,5.60
2019.00,9.00,29.00,12.00,41.83,44.78,28.76,11.92,-2.66,2.21,1.04,,,,21.43,7.22
2019.00,9.00,29.00,13.00,52.31,35.72,29.09,10.68,-3.26,1.27,1.50,,,,15.20,9.47
2019.00,9.00,29.00,14.00,62.79,26.66,29.72,9.43,-3.86,0.32,1.97,,,,13.65,14.35
2019.00,9.00,29.00,15.00,73.27,17.60,30.01,8.19,-4.46,-0.62,2.43,,,,16.20,20.77
2019.00,9.00,29.00,16.00,63.05,20.96,29.43,8.47,-3.65,-0.24,2.61,,,,3.75,18.27
2019.00,9.00,29.00,17.00,52.82,24.32,29.31,8.76,-2.84,0.14,2.78,,,,5.52,14.95
2019.00,9.00,29.00,18.00,42.60,27.68,28.95,9.04,-2.04,0.53,2.96,,,,11.52,11.25
2019.00,9.00,29.00,19.00,42.06,30.30,28.94,8.60,-2.27,0.47,1.84,,,,6.18,11.43
2019.00,9.00,29.00,20.00,41.52,32.92,28.87,8.15,-2.49,0.42,0.73,,,,3.40,11.25
2019.00,9.00,29.00,21.00,40.98,35.54,28.83,7.71,-2.72,0.36,-0.39,,,,11.90,10.90
2019.00,9.00,29.00,22.00,46.64,35.90,29.44,7.53,-2.32,0.51,0.12,,,,5.50,9.62
2019.00,9.00,29.00,23.00,52.31,36.25,27.07,7.35,-1.92,0.65,0.64,,,,4.58,9.90
2023.00,1.00,10.00,0.00,40.96,74.81,15.79,16.77,-2.53,1.80,2.82,,,,2.25,16.35
2023.00,1.00,10.00,1.00,36.76,68.13,18.98,16.49,-1.47,1.84,1.99,,,,2.65,15.20
2023.00,1.00,10.00,2.00,32.56,61.45,17.87,16.22,-0.40,1.88,1.16,,,,3.42,14.25
2023.00,1.00,10.00,3.00,28.35,54.78,15.08,15.94,0.66,1.92,0.33,,,,3.25,17.15
2023.00,1.00,10.00,4.00,22.56,63.10,12.46,16.21,-0.27,1.02,0.42,,,,3.55,16.67
2023.00,1.00,10.00,5.00,16.77,71.42,13.80,16.48,-1.20,0.12,0.51,,,,3.88,18.45
2023.00,1.00,10.00,6.00,10.98,79.74,13.66,16.76,-2.13,-0.78,0.60,,,,5.77,16.85
2023.00,1.00,10.00,7.00,7.76,94.90,15.21,16.74,-2.25,-0.61,0.62,,,,10.05,17.60
2023.00,1.00,10.00,8.00,4.55,110.06,15.46,16.72,-2.37,-0.45,0.63,,,,16.35,20.85
2023.00,1.00,10.00,9.00,1.34,125.22,16.57,16.70,-2.48,-0.28,0.64,,,,23.90,19.48
2023.00,1.00,10.00,10.00,11.44,113.02,20.00,16.34,-2.29,0.18,0.86,,,,27.53,15.30
2023.00,1.00,10.00,11.00,21.54,100.82,19.65,15.98,-2.09,0.63,1.08,,,,27.60,14.25
2023.00,1.00,10.00,12.00,31.65,88.62,18.71,15.62,-1.90,1.09,1.29,,,,24.27,16.38
2023.00,1.00,10.00,13.00,32.59,91.09,20.18,15.91,-1.18,0.21,1.76,,,,13.53,22.07
2023.00,1.00,10.00,14.00,33.53,93.55,18.45,16.21,-0.46,-0.67,2.22,,,,3.88,26.52
2023.00,1.00,10.00,15.00,34.47,96.01,16.78,16.50,0.25,-1.55,2.69,,,,2.05,30.38
2023.00,1.00,10.00,16.00,31.49,112.23,17.27,16.83,0.76,-1.44,2.43,,,,1.98,28.45
2023.00,1.00,10.00,17.00,28.52,128.45,18.82,17.15,1.27,-1.32,2.17,,,,1.80,24.20
2023.00,1.00,10.00,18.00,25.54,144.67,18.93,17.47,1.77,-1.21,1.91,,,,1.88,20.40
2023.00,1.00,10.00,19.00,21.21,139.81,20.20,17.82,1.29,-1.40,1.37,,,,3.67,14.80
2023.00,1.00,10.00,20.00,16.88,134.95,19.26,18.16,0.82,-1.59,0.83,,,,6.20,12.75
2023.00,1.00,10.00,21.00,12.55,130.09,20.65,18.51,0.34,-1.78,0.28,,,,5.78,12.50
2023.00,1.00,10.00,22.00,8.50,143.41,21.64,18.80,0.40,-1.75,0.47,,,,4.85,14.55
2023.00,1.00,10.00,23.00,4.44,156.73,22.49,19.10,0.47,-1.72,0.66,,,,4.32,13.48
2023.00,9.00,28.00,0.00,48.92,84.47,21.25,14.03,2.18,-0.59,-0.70,,,,29.82,11.38
2023.00,9.00,28.00,1.00,43.95,78.76,22.39,14.02,1.84,-0.86,-0.60,,,,17.98,14.38
2023.00,9.00,28.00,2.00,38.97,73.05,20.34,14.00,1.50,-1.14,-0.50,,,,22.72,14.55
2023.00,9.00,28.00,3.00,33.99,67.34,21.66,13.99,1.16,-1.42,-0.41,,,,37.42,12.57
2023.00,9.00,28.00,4.00,33.99,69.55,21.18,13.86,0.92,-1.49,-1.08,,,,54.58,10.95
2023.00,9.00,28.00,5.00,33.99,71.76,23.19,13.73,0.68,-1.56,-1.76,,,,68.08,10.50
2023.00,9.00,28.00,6.00,33.99,73.97,26.40,13.60,0.44,-1.63,-2.44,,,,79.20,13.43
2023.00,9.00,28.00,7.00,30.72,74.03,28.20,13.37,0.92,-1.23,-1.85,,,,80.15,10.72
2023.00,9.00,28.00,8.00,27.44,74.10,26.18,13.14,1.40,-0.84,-1.25,0.53,1.99,0.26,74.70,9.35
2023.00,9.00,28.00,9.00,24.17,74.16,26.91,12.90,1.88,-0.44,-0.66,,,,77.25,9.25
2023.00,9.00,28.00,10.00,25.55,78.73,26.60,12.79,1.83,-0.76,-0.68,,,,71.88,9.40
2023.00,9.00,28.00,11.00,26.93,83.29,26.23,12.69,1.79,-1.09,-0.69,,,,68.40,9.93
2023.00,9.00,28.00,12.00,28.31,87.85,25.99,12.58,1.75,-1.41,-0.71,,,,61.80,10.78
2023.00,9.00,28.00,13.00,27.86,84.41,27.13,12.98,1.93,-1.02,-0.81,,,,46.55,14.62
2023.00,9.00,28.00,14.00,27.42,80.96,26.88,13.39,2.11,-0.64,-0.91,,,,34.17,18.25
2023.00,9.00,28.00,15.00,26.98,77.52,24.67,13.79,2.29,-0.25,-1.01,,,,23.48,23.77
2023.00,9.00,28.00,16.00,20.09,85.59,23.08,13.00,1.75,-0.65,-1.19,,,,10.47,30.77
2023.00,9.00,28.00,17.00,13.19,93.66,25.01,12.21,1.21,-1.04,-1.37,,,,14.75,30.55
2023.00,9.00,28.00,18.00,6.30,101.74,24.57,11.41,0.67,-1.43,-1.55,,,,20.22,26.05
2023.00,9.00,28.00,19.00,15.47,95.65,25.99,11.42,0.68,-1.45,-1.29,,,,29.77,20.00
2023.00,9.00,28.00,20.00,24.65,89.56,25.56,11.42,0.69,-1.47,-1.03,,,,32.80,15.05
2023.00,9.00,28.00,21.00,33.82,83.47,22.49,11.43,0.70,-1.49,-0.77,,,,7.73,22.50
2023.00,9.00,28.00,22.00,33.50,81.27,24.20,11.25,0.77,-1.49,-0.45,,,,9.88,20.92
