year,month,day,hour,O3_forecast,NO2_forecast,T_forecast,q_forecast,u_forecast,v_forecast,w_forecast,NO2_satellite,HCHO_satellite,ratio_satellite,O3_target,NO2_target
2022.00,7.00,28.00,18.00,102.67,55.99,28.29,7.09,3.33,-2.84,-0.08,,,,6.70,59.73
2022.00,7.00,28.00,19.00,93.59,54.98,25.93,6.89,3.72,-2.40,0.35,,,,6.12,52.52
2022.00,7.00,28.00,20.00,84.50,53.97,27.03,6.70,4.11,-1.96,0.78,,,,7.20,45.42
2022.00,7.00,28.00,21.00,75.41,52.96,28.71,6.50,4.50,-1.52,1.21,,,,8.35,41.20
2022.00,7.00,28.00,22.00,80.65,67.25,27.60,6.73,3.32,-1.52,0.95,,,,18.48,40.50
2022.00,7.00,28.00,23.00,85.88,81.54,26.93,6.96,2.14,-1.52,0.70,,,,15.43,32.55
2024.00,5.00,23.00,0.00,33.52,15.81,9.54,16.26,3.14,0.81,0.44,,,,50.20,36.60
2024.00,5.00,23.00,1.00,35.20,15.33,10.29,16.02,3.21,0.99,0.64,,,,39.12,41.78
2024.00,5.00,23.00,2.00,36.88,14.85,10.13,15.78,3.27,1.17,0.84,,,,36.08,40.08
2024.00,5.00,23.00,3.00,38.56,14.38,7.83,15.54,3.33,1.35,1.03,,,,43.57,34.05
2024.00,5.00,23.00,4.00,36.06,17.23,7.69,15.52,3.23,1.22,1.35,,,,55.80,30.52
2024.00,5.00,23.00,5.00,33.57,20.08,7.69,15.50,3.13,1.08,1.67,,,,70.92,28.95
2024.00,5.00,23.00,6.00,31.07,22.93,9.71,15.48,3.02,0.94,1.99,,,,90.00,28.98
2024.00,5.00,23.00,7.00,34.61,20.40,7.65,15.09,3.19,1.06,1.54,0.64,2.82,0.23,107.85,30.20
2024.00,5.00,23.00,8.00,38.15,17.86,9.14,14.71,3.35,1.17,1.09,,,,123.93,28.60
2024.00,5.00,23.00,9.00,41.70,15.33,7.42,14.32,3.52,1.29,0.65,0.58,2.21,0.26,130.32,27.45
2024.00,5.00,23.00,10.00,39.81,16.61,7.75,14.76,3.30,1.13,1.18,,,,137.02,23.62
2024.00,5.00,23.00,11.00,37.93,17.90,6.29,15.19,3.07,0.97,1.71,,,,136.00,26.12
2024.00,5.00,23.00,12.00,36.04,19.18,5.36,15.63,2.85,0.81,2.24,,,,123.70,34.25
2024.00,5.00,23.00,13.00,32.33,24.86,6.55,15.75,2.87,0.74,2.64,,,,112.15,40.10
2024.00,5.00,23.00,14.00,28.62,30.54,9.16,15.87,2.89,0.66,3.04,,,,87.65,52.97
2024.00,5.00,23.00,15.00,24.91,36.23,8.94,16.00,2.90,0.59,3.44,,,,59.12,67.62
2024.00,5.00,23.00,16.00,16.61,52.05,9.77,16.66,2.28,0.69,2.96,,,,56.30,60.30
2024.00,5.00,23.00,17.00,8.30,67.88,11.96,17.32,1.66,0.80,2.49,,,,48.15,53.90
2024.00,5.00,23.00,18.00,0.00,83.71,13.19,17.98,1.04,0.90,2.02,,,,30.25,60.70
2024.00,5.00,23.00,19.00,3.91,79.12,11.18,17.39,1.50,0.80,2.03,,,,43.38,49.67
2024.00,5.00,23.00,20.00,7.81,74.53,10.19,16.80,1.95,0.70,2.04,,,,46.80,34.45
2024.00,5.00,23.00,21.00,11.72,69.94,6.07,16.21,2.41,0.60,2.04,,,,73.63,26.60
2024.00,5.00,23.00,22.00,11.75,64.48,7.14,15.86,2.44,0.63,2.14,,,,63.78,26.03
2024.00,5.00,23.00,23.00,11.78,59.02,7.32,15.51,2.48,0.66,2.23,,,,63.85,22.45
2019.00,11.00,5.00,0.00,22.38,46.97,17.26,8.78,2.23,-0.31,3.42,,,,12.53,61.10
2019.00,11.00,5.00,1.00,21.96,51.82,17.84,8.84,2.15,-0.55,3.38,,,,11.27,64.62
2019.00,11.00,5.00,2.00,21.55,56.67,18.60,8.90,2.08,-0.79,3.34,,,,10.40,83.07
2019.00,11.00,5.00,3.00,21.13,61.52,18.40,8.96,2.01,-1.03,3.30,,,,14.88,83.20
2019.00,11.00,5.00,4.00,14.09,91.92,18.58,8.23,2.06,-1.09,3.33,,,,36.52,75.22
2019.00,11.00,5.00,5.00,7.04,122.31,17.60,7.49,2.11,-1.15,3.36,,,,70.72,60.17
2019.00,11.00,5.00,6.00,0.00,152.71,17.17,6.76,2.16,-1.21,3.39,,,,97.95,41.60
2019.00,11.00,5.00,7.00,21.55,107.90,17.91,6.68,1.68,-0.08,3.35,,,,100.62,30.70
2019.00,11.00,5.00,8.00,43.10,63.09,15.85,6.60,1.21,1.05,3.31,0.74,1.45,0.51,98.82,24.95
2019.00,11.00,5.00,9.00,64.64,18.28,15.07,6.52,0.73,2.18,3.27,,,,98.08,25.33
2019.00,11.00,5.00,10.00,61.91,20.14,15.07,6.51,-0.06,2.11,3.70,,,,98.10,27.40
2019.00,11.00,5.00,11.00,59.17,22.00,14.90,6.51,-0.85,2.04,4.13,,,,95.05,32.58
2019.00,11.00,5.00,12.00,56.44,23.87,15.39,6.50,-1.64,1.97,4.56,,,,43.07,83.35
2019.00,11.00,5.00,13.00,37.64,39.31,14.99,6.60,-0.98,1.74,4.63,,,,5.25,127.65
2019.00,11.00,5.00,14.00,18.84,54.75,13.64,6.70,-0.32,1.50,4.69,,,,5.65,131.30
2019.00,11.00,5.00,15.00,0.05,70.19,12.27,6.79,0.34,1.26,4.76,,,,5.35,129.35
2019.00,11.00,5.00,16.00,0.05,71.24,11.47,6.86,-0.55,0.58,4.42,,,,5.57,127.45
2019.00,11.00,5.00,17.00,0.05,72.29,11.68,6.93,-1.44,-0.11,4.09,,,,5.70,126.23
2019.00,11.00,5.00,18.00,0.05,73.35,12.58,7.01,-2.33,-0.79,3.75,,,,6.47,121.25
2019.00,11.00,5.00,19.00,6.68,69.05,12.52,6.96,-0.79,-0.57,4.59,,,,5.80,107.98
2019.00,11.00,5.00,20.00,13.31,64.75,11.78,6.92,0.76,-0.34,5.43,,,,6.85,100.12
2019.00,11.00,5.00,21.00,19.94,60.46,11.52,6.88,2.31,-0.12,6.27,,,,6.17,94.90
2019.00,11.00,5.00,22.00,13.35,90.63,9.44,7.14,2.44,-0.47,5.49,,,,5.82,86.78
2019.00,11.00,5.00,23.00,6.76,120.81,12.27,7.39,2.58,-0.83,4.70,,,,5.85,75.25
2024.00,1.00,12.00,0.00,0.00,148.17,16.84,11.83,0.01,-2.50,1.54,,,,9.02,44.85
2024.00,1.00,12.00,1.00,0.00,153.22,17.68,11.15,0.44,-2.03,1.75,,,,7.50,51.25
2024.00,1.00,12.00,2.00,0.00,158.28,20.96,10.46,0.87,-1.55,1.96,,,,7.70,50.28
2024.00,1.00,12.00,3.00,0.00,163.33,23.10,9.78,1.30,-1.08,2.17,,,,8.68,53.92
2024.00,1.00,12.00,4.00,0.00,152.43,21.61,9.65,1.46,-1.07,2.01,,,,9.90,56.75
2024.00,1.00,12.00,5.00,0.01,141.53,22.56,9.53,1.62,-1.05,1.85,,,,13.78,73.38
2024.00,1.00,12.00,6.00,0.01,130.63,23.01,9.41,1.78,-1.03,1.69,,,,22.25,77.27
2024.00,1.00,12.00,7.00,0.05,126.38,25.66,9.24,1.84,-0.97,1.82,,,,40.70,68.67
2024.00,1.00,12.00,8.00,0.09,122.12,23.29,9.07,1.90,-0.91,1.94,,,,53.12,62.23
2024.00,1.00,12.00,9.00,0.13,117.87,24.74,8.91,1.95,-0.85,2.07,,,,57.32,58.88
2024.00,1.00,12.00,10.00,0.09,123.71,24.71,9.13,1.35,-1.31,2.09,,,,55.58,57.40
2024.00,1.00,12.00,11.00,0.05,129.55,22.42,9.35,0.74,-1.76,2.11,,,,47.65,53.25
2024.00,1.00,12.00,12.00,0.00,135.39,24.21,9.57,0.14,-2.22,2.13,,,,35.25,60.77
2024.00,1.00,12.00,13.00,0.00,132.96,23.03,10.02,0.48,-1.62,1.87,,,,13.32,95.33
2024.00,1.00,12.00,14.00,0.00,130.53,21.58,10.48,0.83,-1.02,1.62,,,,12.93,108.20
2024.00,1.00,12.00,15.00,0.01,128.09,22.07,10.93,1.18,-0.43,1.36,,,,11.43,101.25
2024.00,1.00,12.00,16.00,0.00,136.43,20.77,10.81,1.33,-0.17,1.58,,,,13.35,94.45
2024.00,1.00,12.00,17.00,0.00,144.76,20.59,10.70,1.48,0.08,1.80,,,,16.30,89.25
2024.00,1.00,12.00,18.00,0.00,153.09,23.52,10.58,1.63,0.34,2.02,,,,17.73,83.83
2024.00,1.00,12.00,19.00,0.00,149.88,22.25,10.68,1.73,0.11,2.00,,,,18.95,79.05
2024.00,1.00,12.00,20.00,0.00,146.67,22.52,10.78,1.83,-0.13,1.99,,,,17.50,77.30
2024.00,1.00,12.00,21.00,0.01,143.47,20.27,10.87,1.92,-0.36,1.98,,,,12.33,66.90
2024.00,1.00,12.00,22.00,0.01,138.30,20.83,10.68,2.00,-0.40,1.90,,,,12.23,57.45
2024.00,1.00,12.00,23.00,0.01,133.13,19.77,10.50,2.08,-0.44,1.82,,,,16.02,46.15
2020.00,12.00,4.00,0.00,153.83,35.54,33.89,6.65,-0.29,1.70,-1.50,,,,4.75,39.62
2020.00,12.00,4.00,1.00,142.42,45.60,32.76,6.76,-0.93,1.71,-2.23,,,,7.25,43.28
2020.00,12.00,4.00,2.00,131.01,55.66,32.22,6.88,-1.57,1.72,-2.95,,,,6.17,40.85
2020.00,12.00,4.00,3.00,119.59,65.72,28.92,7.00,-2.22,1.73,-3.68,,,,6.25,64.67
2020.00,12.00,4.00,4.00,113.21,61.80,27.90,7.29,-1.54,1.68,-3.48,,,,6.50,162.88
2020.00,12.00,4.00,5.00,106.82,57.89,27.53,7.59,-0.85,1.64,-3.29,,,,15.80,106.00
2020.00,12.00,4.00,6.00,100.43,53.97,27.95,7.88,-0.17,1.60,-3.09,,,,74.92,38.60
2020.00,12.00,4.00,7.00,105.25,47.78,28.69,7.93,0.73,0.73,-2.86,,,,120.55,35.80
2020.00,12.00,4.00,8.00,110.07,41.59,28.85,7.99,1.64,-0.13,-2.62,1.12,2.08,0.54,171.40,39.92
2020.00,12.00,4.00,9.00,114.88,35.39,28.82,8.04,2.54,-1.00,-2.38,,,,175.05,51.20
2020.00,12.00,4.00,10.00,129.07,37.02,28.84,8.13,1.68,-1.12,-2.36,,,,128.38,73.57
2020.00,12.00,4.00,11.00,143.26,38.65,29.31,8.22,0.82,-1.24,-2.33,,,,41.00,131.62
2020.00,12.00,4.00,12.00,157.45,40.28,28.99,8.31,-0.04,-1.36,-2.30,,,,3.42,155.30
2020.00,12.00,4.00,13.00,156.82,41.14,29.04,8.27,0.44,-1.12,-2.68,,,,2.40,154.93
2020.00,12.00,4.00,14.00,156.20,42.00,28.89,8.23,0.92,-0.88,-3.05,,,,2.15,135.68
2020.00,12.00,4.00,15.00,155.57,42.85,30.01,8.19,1.40,-0.64,-3.43,,,,2.08,130.20
2020.00,12.00,4.00,16.00,140.01,53.87,29.99,8.31,1.24,-0.58,-3.29,,,,2.72,128.75
2020.00,12.00,4.00,17.00,124.44,64.89,29.46,8.44,1.08,-0.53,-3.14,,,,2.90,115.05
2020.00,12.00,4.00,18.00,108.88,75.91,28.88,8.57,0.92,-0.47,-3.00,,,,3.25,106.28
2020.00,12.00,4.00,19.00,108.54,62.51,28.40,8.06,0.17,-0.08,-2.64,,,,3.23,95.52
2020.00,12.00,4.00,20.00,108.21,49.12,27.71,7.56,-0.57,0.31,-2.28,,,,7.40,88.28
2020.00,12.00,4.00,21.00,107.88,35.73,28.49,7.06,-1.32,0.69,-1.91,,,,4.25,78.60
2020.00,12.00,4.00,22.00,120.04,35.15,27.74,6.99,-0.55,0.16,-1.97,,,,4.95,68.67
2020.00,12.00,4.00,23.00,132.20,34.56,27.38,6.91,0.21,-0.38,-2.03,,,,4.47,66.72
2019.00,9.00,29.00,0.00,20.75,52.33,28.07,9.82,-0.82,0.14,4.57,,,,6.72,19.40
2019.00,9.00,29.00,1.00,22.14,51.68,24.85,9.35,-0.84,0.03,4.45,,,,5.20,24.52
2019.00,9.00,29.00,2.00,23.54,51.03,24.59,8.89,-0.86,-0.08,4.32,,,,5.80,21.58
2019.00,9.00,29.00,3.00,24.94,50.37,23.17,8.42,-0.89,-0.19,4.19,,,,7.43,20.15
2019.00,9.00,29.00,4.00,24.09,51.22,25.22,7.81,-0.06,-0.06,4.36,,,,8.35,22.12
2019.00,9.00,29.00,5.00,23.23,52.07,25.54,7.19,0.76,0.08,4.52,,,,10.23,23.65
2019.00,9.00,29.00,6.00,22.38,52.92,26.38,6.58,1.58,0.21,4.69,,,,14.68,22.85
2019.00,9.00,29.00,7.00,23.40,49.25,25.08,6.95,0.49,0.18,5.45,,,,24.38,19.50
2019.00,9.00,29.00,8.00,24.42,45.58,25.11,7.33,-0.59,0.15,6.20,,1.32,,40.20,17.50
2019.00,9.00,29.00,9.00,25.45,41.91,26.91,7.70,-1.67,0.13,6.96,,,,42.60,20.43
2019.00,9.00,29.00,10.00,19.84,56.02,27.29,8.96,-1.89,0.90,5.47,,,,38.90,23.75
2019.00,9.00,29.00,11.00,14.24,70.14,27.72,10.22,-2.11,1.67,3.98,,,,29.88,34.15
2019.00,9.00,29.00,12.00,8.64,84.26,29.35,11.47,-2.33,2.44,2.49,,,,13.43,45.20
2019.00,9.00,29.00,13.00,29.07,61.04,29.48,10.44,-2.40,1.46,3.06,,,,5.48,49.45
2019.00,9.00,29.00,14.00,49.51,37.82,30.06,9.42,-2.47,0.48,3.63,,,,5.40,43.33
2019.00,9.00,29.00,15.00,69.94,14.61,30.49,8.39,-2.54,-0.51,4.21,,,,5.03,40.38
2019.00,9.00,29.00,16.00,61.18,19.93,29.96,8.60,-2.28,-0.36,4.92,,,,6.57,33.17
2019.00,9.00,29.00,17.00,52.41,25.26,30.00,8.82,-2.01,-0.21,5.64,,,,5.50,33.75
2019.00,9.00,29.00,18.00,43.65,30.59,29.28,9.03,-1.74,-0.07,6.36,,,,6.28,28.00
2019.00,9.00,29.00,19.00,41.25,33.09,29.40,8.52,-2.04,-0.07,4.88,,,,6.05,25.93
2019.00,9.00,29.00,20.00,38.86,35.58,29.25,8.00,-2.34,-0.07,3.40,,,,7.75,25.00
2019.00,9.00,29.00,21.00,36.46,38.07,29.24,7.49,-2.63,-0.07,1.91,,,,5.78,25.60
2019.00,9.00,29.00,22.00,35.82,43.61,29.97,7.26,-2.12,0.27,2.52,,,,5.55,24.52
2019.00,9.00,29.00,23.00,35.18,49.15,28.04,7.04,-1.61,0.61,3.12,,,,7.68,21.90
2023.00,4.00,10.00,0.00,20.84,74.22,13.20,22.17,-0.10,1.59,0.69,,,,4.07,36.65
2023.00,4.00,10.00,1.00,14.04,78.40,13.42,21.99,-0.31,1.59,1.34,,,,3.25,31.75
2023.00,4.00,10.00,2.00,7.24,82.59,10.49,21.81,-0.53,1.59,1.98,,,,4.10,39.55
2023.00,4.00,10.00,3.00,0.44,86.77,9.65,21.63,-0.75,1.58,2.62,,,,8.25,41.00
2023.00,4.00,10.00,4.00,0.96,116.76,8.41,21.91,-0.82,1.84,2.22,,,,18.90,48.42
2023.00,4.00,10.00,5.00,1.47,146.75,8.70,22.19,-0.89,2.10,1.82,,,,45.98,24.70
2023.00,4.00,10.00,6.00,1.98,176.74,9.14,22.47,-0.97,2.36,1.42,,,,56.15,18.70
2023.00,4.00,10.00,7.00,1.92,175.67,8.49,22.35,-1.36,1.92,1.35,,,,62.62,15.45
2023.00,4.00,10.00,8.00,1.85,174.61,10.34,22.23,-1.74,1.48,1.27,0.75,1.87,0.40,73.83,10.15
2023.00,4.00,10.00,9.00,1.79,173.54,10.13,22.11,-2.13,1.04,1.20,,,,64.88,8.88
2023.00,4.00,10.00,10.00,8.34,139.79,8.04,22.14,-1.90,1.15,0.52,,,,63.28,9.02
2023.00,4.00,10.00,11.00,14.89,106.03,9.17,22.16,-1.67,1.26,-0.16,,,,63.60,9.90
2023.00,4.00,10.00,12.00,21.44,72.28,9.16,22.19,-1.44,1.38,-0.85,,,,56.78,11.35
2023.00,4.00,10.00,13.00,21.84,67.28,9.05,21.83,-1.54,0.90,-0.60,,,,35.15,34.95
2023.00,4.00,10.00,14.00,22.24,62.28,9.36,21.48,-1.65,0.43,-0.36,,,,3.88,63.65
2023.00,4.00,10.00,15.00,22.64,57.28,9.46,21.12,-1.76,-0.05,-0.12,,,,2.35,64.78
2023.00,4.00,10.00,16.00,29.18,53.84,15.31,21.30,-1.59,0.05,0.10,,,,2.50,64.63
2023.00,4.00,10.00,17.00,35.72,50.40,17.49,21.48,-1.42,0.15,0.33,,,,2.28,61.28
2023.00,4.00,10.00,18.00,42.25,46.97,15.06,21.66,-1.25,0.25,0.56,,,,2.30,54.57
2023.00,4.00,10.00,19.00,34.65,50.46,12.63,21.60,-1.04,0.88,0.72,,,,2.65,52.17
2023.00,4.00,10.00,20.00,27.04,53.96,11.94,21.54,-0.84,1.52,0.89,,,,3.00,49.88
2023.00,4.00,10.00,21.00,19.44,57.46,13.38,21.49,-0.63,2.15,1.06,,,,2.12,49.30
2023.00,4.00,10.00,22.00,12.99,72.81,11.94,21.69,-1.15,2.11,1.32,,,,3.20,47.10
2023.00,4.00,10.00,23.00,6.54,88.16,17.51,21.89,-1.66,2.07,1.58,,,,2.40,44.25
2023.00,1.00,10.00,0.00,0.06,113.41,16.06,17.64,-3.73,1.82,2.58,,,,7.60,44.90
2023.00,1.00,10.00,1.00,9.10,93.16,18.79,17.09,-2.47,1.20,2.45,,,,9.32,38.92
2023.00,1.00,10.00,2.00,18.13,72.92,18.01,16.54,-1.21,0.59,2.32,,,,8.10,38.90
2023.00,1.00,10.00,3.00,27.16,52.67,15.12,15.99,0.05,-0.03,2.20,,,,9.22,40.70
2023.00,1.00,10.00,4.00,23.93,55.79,12.86,16.19,-0.79,-0.33,2.25,,,,10.48,46.55
2023.00,1.00,10.00,5.00,20.70,58.91,13.42,16.39,-1.64,-0.63,2.31,,,,15.53,48.45
2023.00,1.00,10.00,6.00,17.47,62.03,13.05,16.60,-2.48,-0.93,2.36,,,,29.45,53.80
2023.00,1.00,10.00,7.00,14.14,73.41,15.61,16.80,-2.60,-0.99,2.09,,,,56.58,57.00
2023.00,1.00,10.00,8.00,10.81,84.79,16.08,17.00,-2.73,-1.05,1.81,2.98,1.46,2.05,91.40,48.22
2023.00,1.00,10.00,9.00,7.49,96.17,16.31,17.20,-2.86,-1.10,1.53,,,,118.43,49.10
2023.00,1.00,10.00,10.00,5.00,104.22,18.45,16.95,-2.10,-0.26,1.62,,,,125.58,39.52
2023.00,1.00,10.00,11.00,2.52,112.26,19.74,16.71,-1.35,0.59,1.71,,,,106.58,39.65
2023.00,1.00,10.00,12.00,0.04,120.31,19.57,16.46,-0.60,1.43,1.79,,,,71.22,57.58
2023.00,1.00,10.00,13.00,0.05,139.11,21.27,16.53,-0.18,0.48,1.82,,,,21.00,82.85
2023.00,1.00,10.00,14.00,0.05,157.91,18.87,16.60,0.23,-0.48,1.84,,,,7.32,89.62
2023.00,1.00,10.00,15.00,0.06,176.72,16.57,16.67,0.65,-1.43,1.87,,,,7.43,86.12
2023.00,1.00,10.00,16.00,0.12,188.65,16.90,16.99,1.04,-1.33,2.02,,,,7.47,79.32
2023.00,1.00,10.00,17.00,0.18,200.59,17.99,17.32,1.43,-1.22,2.17,,,,8.12,67.42
2023.00,1.00,10.00,18.00,0.23,212.53,18.61,17.64,1.83,-1.11,2.32,,,,7.20,58.60
2023.00,1.00,10.00,19.00,3.21,181.58,18.88,17.99,1.53,-1.24,1.92,,,,7.50,46.65
2023.00,1.00,10.00,20.00,6.18,150.64,19.70,18.34,1.23,-1.37,1.51,,,,8.20,45.92
2023.00,1.00,10.00,21.00,9.15,119.69,20.68,18.70,0.94,-1.50,1.10,,,,21.10,46.80
2023.00,1.00,10.00,22.00,6.21,127.98,21.57,19.15,0.80,-1.60,1.32,,,,30.50,31.88
2023.00,1.00,10.00,23.00,3.27,136.27,22.63,19.61,0.67,-1.70,1.53,,,,30.27,24.95
2020.00,7.00,24.00,0.00,21.88,66.97,15.20,8.09,0.97,-0.86,3.11,,,,7.85,21.07
2020.00,7.00,24.00,1.00,18.97,75.27,13.05,8.26,1.42,-1.14,2.19,,,,6.60,33.12
2020.00,7.00,24.00,2.00,16.07,83.57,13.43,8.43,1.87,-1.41,1.28,,,,6.67,25.07
2020.00,7.00,24.00,3.00,13.16,91.88,15.22,8.60,2.32,-1.69,0.36,,,,7.40,25.82
2020.00,7.00,24.00,4.00,14.54,78.07,15.42,8.59,2.63,-1.62,1.65,,,,9.18,25.67
2020.00,7.00,24.00,5.00,15.91,64.26,14.99,8.58,2.95,-1.55,2.95,,,,12.33,23.68
2020.00,7.00,24.00,6.00,17.29,50.45,15.08,8.57,3.27,-1.49,4.24,,,,15.05,21.02
2020.00,7.00,24.00,7.00,16.22,53.57,14.91,8.88,2.56,-1.45,4.83,,,,17.15,14.73
2020.00,7.00,24.00,8.00,15.15,56.69,16.41,9.18,1.85,-1.42,5.43,,,,33.45,17.32
2020.00,7.00,24.00,9.00,14.08,59.81,15.60,9.48,1.15,-1.39,6.02,,,,28.92,18.68
2020.00,7.00,24.00,10.00,16.97,59.60,15.59,8.98,1.56,-1.50,5.35,,,,24.05,19.45
2020.00,7.00,24.00,11.00,19.85,59.39,14.30,8.47,1.97,-1.61,4.67,,,,21.52,30.80
2020.00,7.00,24.00,12.00,22.74,59.18,15.62,7.96,2.38,-1.72,4.00,,,,22.82,34.42
2020.00,7.00,24.00,13.00,21.49,63.64,14.37,7.98,2.25,-1.41,3.94,,,,18.60,33.65
2020.00,7.00,24.00,14.00,20.24,68.10,15.41,8.00,2.12,-1.09,3.88,,,,22.28,26.00
2020.00,7.00,24.00,15.00,18.99,72.56,14.29,8.03,1.99,-0.78,3.82,,,,9.45,41.97
2020.00,7.00,24.00,16.00,15.21,88.18,15.10,8.04,0.04,-0.19,3.31,,,,6.07,64.17
2020.00,7.00,24.00,17.00,11.43,103.79,15.06,8.05,-1.91,0.40,2.80,,,,5.70,62.40
2020.00,7.00,24.00,18.00,7.65,119.41,15.92,8.06,-3.85,0.99,2.29,,,,5.47,52.20
2020.00,7.00,24.00,19.00,19.00,96.44,14.49,7.73,-3.48,0.79,2.40,,,,5.47,29.05
2020.00,7.00,24.00,20.00,30.35,73.48,15.82,7.40,-3.10,0.58,2.50,,,,5.20,19.25
2020.00,7.00,24.00,21.00,41.70,50.51,15.03,7.07,-2.72,0.37,2.60,,,,4.57,13.90
2020.00,7.00,24.00,22.00,43.93,48.11,15.86,7.07,-0.78,-0.59,3.68,,,,5.72,11.25
2020.00,7.00,24.00,23.00,46.15,45.70,16.11,7.08,1.15,-1.55,4.76,,,,5.58,11.12
2023.00,9.00,28.00,0.00,0.83,128.16,21.30,13.09,1.70,-0.99,2.35,,,,6.75,23.22
2023.00,9.00,28.00,1.00,0.75,122.44,22.98,13.21,1.34,-1.33,1.76,,,,6.77,20.95
2023.00,9.00,28.00,2.00,0.66,116.72,21.42,13.32,0.98,-1.67,1.17,,,,9.07,23.70
2023.00,9.00,28.00,3.00,0.58,111.00,21.89,13.44,0.62,-2.00,0.58,,,,18.60,20.02
2023.00,9.00,28.00,4.00,11.99,100.87,21.72,13.63,0.45,-2.05,0.10,,,,48.62,10.55
2023.00,9.00,28.00,5.00,23.39,90.73,23.58,13.82,0.28,-2.10,-0.38,,,,70.45,8.40
2023.00,9.00,28.00,6.00,34.80,80.60,25.89,14.01,0.11,-2.15,-0.86,,,,82.95,7.07
2023.00,9.00,28.00,7.00,23.27,89.54,27.37,13.67,0.72,-1.50,-0.30,,,,87.40,5.95
2023.00,9.00,28.00,8.00,11.73,98.47,27.12,13.33,1.32,-0.85,0.25,1.16,3.98,0.29,83.85,4.40
2023.00,9.00,28.00,9.00,0.20,107.40,26.52,12.99,1.92,-0.19,0.81,,,,79.88,5.12
2023.00,9.00,28.00,10.00,0.21,113.67,26.91,12.63,1.85,-0.26,1.19,,,,81.48,4.88
2023.00,9.00,28.00,11.00,0.22,119.94,25.58,12.27,1.79,-0.32,1.56,,,,72.70,6.03
2023.00,9.00,28.00,12.00,0.23,126.20,25.87,11.90,1.72,-0.39,1.94,,,,57.70,15.15
2023.00,9.00,28.00,13.00,2.39,118.96,27.32,12.48,2.15,-0.17,1.75,,,,29.20,29.00
2023.00,9.00,28.00,14.00,4.56,111.72,26.99,13.06,2.57,0.04,1.56,,,,7.45,47.03
2023.00,9.00,28.00,15.00,6.73,104.47,25.10,13.63,3.00,0.26,1.37,,,,6.58,44.12
2023.00,9.00,28.00,16.00,4.53,108.80,23.31,12.54,2.61,0.06,1.25,,,,6.83,41.58
2023.00,9.00,28.00,17.00,2.32,113.12,25.37,11.46,2.23,-0.15,1.12,,,,7.00,38.98
2023.00,9.00,28.00,18.00,0.12,117.45,25.01,10.37,1.84,-0.35,0.99,,,,6.73,36.83
2023.00,9.00,28.00,19.00,0.17,120.74,25.21,10.50,1.73,-0.44,1.18,,,,6.87,37.00
2023.00,9.00,28.00,20.00,0.23,124.03,25.79,10.63,1.63,-0.53,1.38,,,,6.70,34.80
2023.00,9.00,28.00,21.00,0.28,127.33,22.81,10.76,1.52,-0.62,1.57,,,,6.90,32.90
2023.00,9.00,28.00,22.00,0.30,125.63,24.58,10.61,1.10,-0.97,1.80,,,,6.97,29.53
2023.00,9.00,28.00,23.00,0.31,123.94,25.25,10.46,0.68,-1.33,2.04,,,,6.70,26.57
