year,month,day,hour,O3_forecast,NO2_forecast,T_forecast,q_forecast,u_forecast,v_forecast,w_forecast,NO2_satellite,HCHO_satellite,ratio_satellite,O3_target,NO2_target
2024.00,5.00,23.00,19.00,8.67,60.09,11.37,15.94,1.76,0.95,1.28,,,,36.42,26.53
2024.00,5.00,23.00,20.00,16.94,52.36,10.69,15.44,2.28,0.75,1.35,,,,37.10,25.42
2024.00,5.00,23.00,21.00,25.20,44.63,5.47,14.95,2.79,0.56,1.43,,,,44.30,20.97
2024.00,5.00,23.00,22.00,26.49,39.90,6.42,14.70,2.77,0.68,1.60,,,,45.10,18.45
2024.00,5.00,23.00,23.00,27.78,35.18,6.78,14.45,2.74,0.80,1.78,,,,40.40,24.70
2022.00,7.00,24.00,0.00,83.83,40.59,17.08,7.88,0.26,-1.96,-0.61,,,,5.38,6.78
2022.00,7.00,24.00,1.00,80.22,39.24,13.65,8.00,0.46,-1.90,-0.32,,,,5.77,6.50
2022.00,7.00,24.00,2.00,76.60,37.89,14.44,8.11,0.65,-1.84,-0.03,,,,5.25,10.57
2022.00,7.00,24.00,3.00,72.98,36.54,13.68,8.22,0.84,-1.77,0.25,,,,9.10,7.27
2022.00,7.00,24.00,4.00,72.29,44.11,11.17,8.18,0.88,-1.76,0.40,,,,12.40,5.57
2022.00,7.00,24.00,5.00,71.59,51.67,9.62,8.15,0.93,-1.75,0.55,,,,12.90,7.35
2022.00,7.00,24.00,6.00,70.90,59.24,9.56,8.11,0.97,-1.73,0.70,,,,9.57,5.90
2022.00,7.00,24.00,7.00,71.43,52.51,7.73,8.13,0.75,-1.73,0.78,,,,4.60,5.20
2022.00,7.00,24.00,8.00,71.97,45.78,9.05,8.14,0.54,-1.73,0.87,,0.28,,12.70,8.62
2022.00,7.00,24.00,9.00,72.51,39.05,11.37,8.16,0.32,-1.74,0.95,,,,17.38,8.03
2022.00,7.00,24.00,10.00,75.76,37.00,13.91,7.90,0.66,-1.64,0.70,,,,16.85,6.35
2022.00,7.00,24.00,11.00,79.01,34.96,12.80,7.65,0.99,-1.53,0.46,,,,16.12,9.32
2022.00,7.00,24.00,12.00,82.26,32.91,14.52,7.40,1.33,-1.43,0.21,,,,15.60,12.30
2022.00,7.00,24.00,13.00,82.02,31.82,14.98,7.25,1.25,-1.25,0.05,,,,9.07,13.95
2022.00,7.00,24.00,14.00,81.77,30.72,14.89,7.10,1.18,-1.06,-0.10,,,,5.50,14.05
2022.00,7.00,24.00,15.00,81.53,29.63,11.02,6.95,1.10,-0.87,-0.26,,,,5.15,22.10
2022.00,7.00,24.00,16.00,79.91,28.84,9.06,6.95,0.96,-1.23,0.18,,,,0.90,26.37
2022.00,7.00,24.00,17.00,78.29,28.06,8.92,6.96,0.82,-1.60,0.63,,,,2.55,25.93
2022.00,7.00,24.00,18.00,76.68,27.27,8.67,6.97,0.69,-1.96,1.07,,,,1.83,27.00
2022.00,7.00,24.00,19.00,70.27,37.32,9.53,6.94,0.55,-1.36,0.63,,,,1.67,25.38
2022.00,7.00,24.00,20.00,63.86,47.36,12.41,6.92,0.42,-0.76,0.19,,,,2.10,12.57
2022.00,7.00,24.00,21.00,57.44,57.40,13.43,6.89,0.28,-0.17,-0.26,,,,4.60,7.00
2022.00,7.00,24.00,22.00,64.37,60.52,13.10,6.96,-0.13,-0.21,-0.50,,,,5.35,3.93
2022.00,7.00,24.00,23.00,71.29,63.65,15.32,7.03,-0.54,-0.25,-0.73,,,,5.28,3.10
2023.00,7.00,25.00,0.00,25.88,99.90,8.61,9.01,-2.20,0.32,-0.66,,,,7.17,12.40
2023.00,7.00,25.00,1.00,17.26,107.31,7.19,8.56,-2.15,0.42,-0.75,,,,10.95,14.07
2023.00,7.00,25.00,2.00,8.63,114.72,6.24,8.12,-2.11,0.51,-0.83,,,,7.15,19.70
2023.00,7.00,25.00,3.00,0.00,122.14,5.99,7.68,-2.06,0.61,-0.91,,,,3.33,26.10
2023.00,7.00,25.00,4.00,0.24,118.64,6.04,7.80,-1.88,0.90,-0.45,,,,7.40,24.15
2023.00,7.00,25.00,5.00,0.49,115.15,8.73,7.93,-1.69,1.18,0.01,,,,15.43,18.72
2023.00,7.00,25.00,6.00,0.73,111.66,12.62,8.05,-1.50,1.47,0.48,,,,30.77,13.75
2023.00,7.00,25.00,7.00,1.53,100.66,11.89,7.12,-2.12,2.09,0.64,,,,37.48,11.12
2023.00,7.00,25.00,8.00,2.34,89.65,12.57,6.20,-2.74,2.71,0.80,,,,40.58,12.47
2023.00,7.00,25.00,9.00,3.15,78.65,13.30,5.27,-3.36,3.33,0.96,,,,36.73,15.18
2023.00,7.00,25.00,10.00,2.22,85.26,9.53,5.17,-1.49,1.77,0.64,,,,39.50,11.75
2023.00,7.00,25.00,11.00,1.28,91.86,8.87,5.07,0.38,0.21,0.32,,,,35.52,11.50
2023.00,7.00,25.00,12.00,0.35,98.47,8.15,4.98,2.25,-1.35,0.00,,,,21.88,13.85
2023.00,7.00,25.00,13.00,11.29,82.50,8.19,5.08,2.39,-1.16,0.43,,,,16.25,15.88
2023.00,7.00,25.00,14.00,22.22,66.53,8.00,5.18,2.53,-0.97,0.85,,,,10.23,26.10
2023.00,7.00,25.00,15.00,33.16,50.56,8.81,5.28,2.67,-0.78,1.27,,,,10.87,22.65
2023.00,7.00,25.00,16.00,29.14,58.81,10.57,5.52,2.32,-0.97,1.23,,,,11.85,19.38
2023.00,7.00,25.00,17.00,25.12,67.06,9.82,5.76,1.96,-1.16,1.19,,,,12.85,13.82
2023.00,7.00,25.00,18.00,21.11,75.31,12.56,6.01,1.61,-1.35,1.15,,,,10.65,10.55
2023.00,7.00,25.00,19.00,31.03,67.78,10.87,6.17,2.07,-0.96,0.73,,,,10.18,8.70
2023.00,7.00,25.00,20.00,40.96,60.24,13.47,6.34,2.52,-0.56,0.31,,,,10.50,8.35
2023.00,7.00,25.00,21.00,50.89,52.71,12.47,6.50,2.98,-0.16,-0.10,,,,13.17,7.10
2023.00,7.00,25.00,22.00,42.88,58.87,8.17,6.51,2.56,-0.31,-0.18,,,,11.25,9.33
2023.00,7.00,25.00,23.00,34.87,65.03,9.64,6.51,2.15,-0.45,-0.26,,,,10.35,10.30
2019.00,11.00,5.00,0.00,23.36,47.67,17.17,8.85,2.60,-0.13,-0.59,,,,2.92,30.75
2019.00,11.00,5.00,1.00,15.96,66.63,19.78,8.99,2.53,0.12,0.20,,,,2.45,33.70
2019.00,11.00,5.00,2.00,8.56,85.59,19.27,9.13,2.46,0.36,1.00,,,,2.82,41.85
2019.00,11.00,5.00,3.00,1.15,104.56,19.01,9.27,2.39,0.60,1.80,,,,2.75,48.88
2019.00,11.00,5.00,4.00,3.21,90.76,18.51,8.51,2.35,0.18,1.65,,,,7.88,51.35
2019.00,11.00,5.00,5.00,5.27,76.97,17.93,7.74,2.30,-0.25,1.51,,,,21.20,47.22
2019.00,11.00,5.00,6.00,7.33,63.18,17.22,6.97,2.25,-0.67,1.36,,,,49.92,41.95
2019.00,11.00,5.00,7.00,27.50,44.59,18.83,6.82,1.64,0.37,1.52,,,,59.70,25.93
2019.00,11.00,5.00,8.00,47.67,26.00,15.80,6.66,1.02,1.41,1.68,0.73,0.83,0.88,72.70,25.25
2019.00,11.00,5.00,9.00,67.85,7.42,15.21,6.50,0.40,2.45,1.84,,,,82.02,27.40
2019.00,11.00,5.00,10.00,67.47,7.75,15.00,6.48,-0.16,2.26,1.90,,,,80.70,28.25
2019.00,11.00,5.00,11.00,67.09,8.09,15.32,6.46,-0.72,2.08,1.96,,,,74.08,34.78
2019.00,11.00,5.00,12.00,66.72,8.43,15.42,6.43,-1.28,1.90,2.02,,,,39.12,69.08
2019.00,11.00,5.00,13.00,45.93,29.68,14.87,6.50,-0.87,2.03,1.88,,,,2.58,97.15
2019.00,11.00,5.00,14.00,25.15,50.93,13.50,6.57,-0.45,2.17,1.74,,,,2.08,92.08
2019.00,11.00,5.00,15.00,4.36,72.18,12.17,6.63,-0.03,2.30,1.61,,,,1.75,87.43
2019.00,11.00,5.00,16.00,6.20,68.90,12.18,6.66,-0.82,1.47,1.40,,,,2.55,89.07
2019.00,11.00,5.00,17.00,8.04,65.62,11.72,6.69,-1.61,0.64,1.19,,,,2.53,80.92
2019.00,11.00,5.00,18.00,9.88,62.34,12.53,6.72,-2.40,-0.19,0.98,,,,2.63,75.80
2019.00,11.00,5.00,19.00,18.96,57.25,12.30,6.72,-0.73,-0.09,1.79,,,,2.75,71.62
2019.00,11.00,5.00,20.00,28.05,52.16,11.89,6.72,0.94,0.00,2.60,,,,2.40,61.23
2019.00,11.00,5.00,21.00,37.14,47.07,11.49,6.72,2.61,0.10,3.41,,,,3.38,65.10
2019.00,11.00,5.00,22.00,24.78,74.16,11.59,7.06,2.63,-0.30,2.48,,,,2.47,61.40
2019.00,11.00,5.00,23.00,12.43,101.26,11.91,7.40,2.66,-0.69,1.55,,,,2.55,53.40
2023.00,8.00,23.00,0.00,25.10,56.14,11.05,18.87,-1.49,1.08,-0.94,,,,8.75,2.78
2023.00,8.00,23.00,1.00,32.69,43.96,11.26,18.79,-0.86,0.47,-0.19,,,,3.30,6.57
2023.00,8.00,23.00,2.00,40.29,31.77,11.71,18.72,-0.23,-0.13,0.56,,,,0.88,12.98
2023.00,8.00,23.00,3.00,47.88,19.59,11.49,18.65,0.40,-0.74,1.31,,,,0.43,13.40
2023.00,8.00,23.00,4.00,43.34,25.74,10.36,18.96,1.20,-0.33,0.89,,,,0.30,11.80
2023.00,8.00,23.00,5.00,38.79,31.89,12.01,19.28,2.01,0.08,0.47,,,,0.37,10.70
2023.00,8.00,23.00,6.00,34.25,38.03,10.84,19.60,2.81,0.49,0.06,,,,1.33,9.32
2023.00,8.00,23.00,7.00,31.76,37.78,11.83,19.26,3.46,0.50,0.68,,,,3.30,14.75
2023.00,8.00,23.00,8.00,29.28,37.52,11.54,18.91,4.12,0.51,1.30,,,,4.10,15.60
2023.00,8.00,23.00,9.00,26.79,37.26,10.38,18.57,4.77,0.52,1.92,,,,4.77,17.30
2023.00,8.00,23.00,10.00,22.08,40.71,10.72,18.84,3.87,0.82,1.96,,,,4.57,17.88
2023.00,8.00,23.00,11.00,17.38,44.16,9.97,19.10,2.97,1.13,2.00,,,,4.58,16.00
2023.00,8.00,23.00,12.00,12.67,47.62,10.41,19.37,2.07,1.44,2.04,,,,3.35,19.82
2023.00,8.00,23.00,13.00,8.48,55.82,13.20,19.16,1.08,0.78,2.07,,,,2.27,18.05
2023.00,8.00,23.00,14.00,4.30,64.02,11.40,18.95,0.08,0.12,2.10,,,,2.27,16.38
2023.00,8.00,23.00,15.00,0.11,72.22,11.41,18.74,-0.92,-0.53,2.13,,,,2.00,17.95
2023.00,8.00,23.00,16.00,14.04,64.30,13.35,19.21,-0.08,-0.33,1.41,,,,1.68,16.12
2023.00,8.00,23.00,17.00,27.97,56.38,10.69,19.68,0.75,-0.12,0.68,,,,1.90,15.85
2023.00,8.00,23.00,18.00,41.90,48.46,11.02,20.15,1.59,0.09,-0.05,,,,1.93,14.78
2023.00,8.00,23.00,19.00,37.56,55.46,9.87,20.27,1.72,0.30,-1.29,,,,2.05,13.80
2023.00,8.00,23.00,20.00,33.22,62.46,11.22,20.39,1.84,0.50,-2.53,,,,2.10,13.10
2023.00,8.00,23.00,21.00,28.87,69.46,8.42,20.51,1.97,0.71,-3.76,,,,2.40,13.60
2023.00,8.00,23.00,22.00,33.99,56.41,6.68,19.72,1.88,1.01,-2.15,,,,2.38,9.17
2023.00,8.00,23.00,23.00,39.11,43.37,6.41,18.93,1.80,1.31,-0.54,,,,3.30,7.02
2024.00,1.00,12.00,0.00,0.13,106.56,17.82,11.07,-0.21,-1.64,-0.31,,,,5.47,25.52
2024.00,1.00,12.00,1.00,0.14,105.71,17.99,10.28,0.23,-1.00,0.02,,,,7.97,24.53
2024.00,1.00,12.00,2.00,0.15,104.86,21.01,9.49,0.68,-0.37,0.35,,,,7.00,27.32
2024.00,1.00,12.00,3.00,0.16,104.01,23.35,8.70,1.12,0.26,0.67,,,,9.10,29.00
2024.00,1.00,12.00,4.00,1.90,96.15,21.86,8.78,1.42,0.07,0.51,,,,10.88,29.82
2024.00,1.00,12.00,5.00,3.64,88.29,21.74,8.87,1.71,-0.12,0.35,,,,13.58,41.55
2024.00,1.00,12.00,6.00,5.37,80.43,23.63,8.95,2.00,-0.31,0.20,,,,19.18,39.20
2024.00,1.00,12.00,7.00,13.06,75.30,26.52,8.79,2.01,-0.36,0.31,,,,35.30,41.15
2024.00,1.00,12.00,8.00,20.76,70.16,26.01,8.63,2.03,-0.41,0.42,1.71,,,54.08,38.50
2024.00,1.00,12.00,9.00,28.45,65.03,24.14,8.47,2.05,-0.47,0.53,,,,63.18,40.42
2024.00,1.00,12.00,10.00,19.04,73.55,25.01,8.64,1.58,-1.13,0.22,,,,75.95,53.23
2024.00,1.00,12.00,11.00,9.64,82.07,22.55,8.80,1.12,-1.79,-0.08,,,,77.42,52.00
2024.00,1.00,12.00,12.00,0.23,90.59,24.42,8.97,0.66,-2.46,-0.38,,,,45.85,75.07
2024.00,1.00,12.00,13.00,0.16,94.86,23.38,9.29,0.66,-1.40,0.12,,,,13.12,87.70
2024.00,1.00,12.00,14.00,0.09,99.13,21.64,9.62,0.67,-0.35,0.62,,,,15.55,69.95
2024.00,1.00,12.00,15.00,0.02,103.39,22.91,9.95,0.67,0.70,1.12,,,,21.77,67.05
2024.00,1.00,12.00,16.00,0.34,102.63,20.90,9.60,0.64,0.70,1.24,,,,24.08,63.25
2024.00,1.00,12.00,17.00,0.66,101.86,21.33,9.25,0.60,0.69,1.35,,,,18.88,72.12
2024.00,1.00,12.00,18.00,0.98,101.09,23.88,8.90,0.56,0.68,1.47,,,,17.35,66.08
2024.00,1.00,12.00,19.00,6.01,92.51,22.24,9.08,0.85,0.54,1.27,,,,16.05,64.30
2024.00,1.00,12.00,20.00,11.03,83.93,23.14,9.26,1.14,0.39,1.07,,,,15.50,69.10
2024.00,1.00,12.00,21.00,16.06,75.36,21.01,9.45,1.43,0.24,0.87,,,,13.52,61.00
2024.00,1.00,12.00,22.00,19.37,67.71,20.76,9.39,1.63,0.16,0.75,,,,14.77,62.95
2024.00,1.00,12.00,23.00,22.68,60.07,19.74,9.33,1.82,0.07,0.63,,,,13.80,53.27
2020.00,12.00,13.00,0.00,134.02,8.08,42.23,5.57,0.25,1.75,-1.33,,,,30.97,24.40
2020.00,12.00,13.00,1.00,139.38,14.39,40.24,5.54,-0.06,1.52,-1.78,,,,20.00,31.45
2020.00,12.00,13.00,2.00,144.75,20.70,42.67,5.52,-0.37,1.30,-2.24,,,,5.88,34.50
2020.00,12.00,13.00,3.00,150.11,27.01,42.30,5.49,-0.68,1.08,-2.69,,,,7.72,35.40
2020.00,12.00,13.00,4.00,131.19,34.20,39.06,6.07,-0.81,1.34,-2.32,,,,11.25,35.85
2020.00,12.00,13.00,5.00,112.26,41.38,40.96,6.65,-0.94,1.60,-1.95,,,,17.67,40.33
2020.00,12.00,13.00,6.00,93.34,48.56,38.85,7.23,-1.07,1.86,-1.58,,,,28.85,32.62
2020.00,12.00,13.00,7.00,93.18,40.72,38.60,7.96,-0.62,0.85,-1.65,,,,45.70,33.00
2020.00,12.00,13.00,8.00,93.02,32.88,39.67,8.69,-0.17,-0.16,-1.72,0.68,1.87,0.37,56.90,31.02
2020.00,12.00,13.00,9.00,92.86,25.05,42.06,9.42,0.28,-1.17,-1.79,,,,65.67,31.85
2020.00,12.00,13.00,10.00,81.21,26.70,43.59,9.93,-0.10,-0.89,-1.76,,,,68.45,28.30
2020.00,12.00,13.00,11.00,69.56,28.35,42.77,10.45,-0.47,-0.61,-1.74,,,,55.50,31.62
2020.00,12.00,13.00,12.00,57.91,30.00,43.40,10.96,-0.85,-0.33,-1.71,,,,41.90,41.50
2020.00,12.00,13.00,13.00,58.97,30.52,44.07,11.00,-0.34,-0.30,-1.71,,,,18.18,54.17
2020.00,12.00,13.00,14.00,60.03,31.04,43.11,11.04,0.17,-0.28,-1.71,,,,9.85,56.88
2020.00,12.00,13.00,15.00,61.09,31.55,42.71,11.08,0.68,-0.25,-1.71,,,,6.62,59.08
2020.00,12.00,13.00,16.00,68.26,31.17,38.17,11.05,0.84,-0.28,-2.27,,,,17.35,44.15
2020.00,12.00,13.00,17.00,75.43,30.79,41.28,11.03,1.00,-0.31,-2.83,,,,14.75,39.85
2020.00,12.00,13.00,18.00,82.60,30.41,40.62,11.00,1.17,-0.35,-3.39,,,,20.48,31.40
2020.00,12.00,13.00,19.00,89.55,22.02,40.07,10.01,1.69,-0.52,-2.88,,,,13.30,32.08
2020.00,12.00,13.00,20.00,96.51,13.62,39.85,9.01,2.22,-0.70,-2.37,,,,11.20,29.58
2020.00,12.00,13.00,21.00,103.46,5.23,39.71,8.01,2.75,-0.88,-1.86,,,,18.45,26.30
2020.00,12.00,13.00,22.00,105.33,10.45,38.72,7.92,2.94,-0.88,-1.86,,,,30.47,22.30
2020.00,12.00,13.00,23.00,107.21,15.67,39.76,7.84,3.12,-0.89,-1.85,,,,34.62,19.90
2020.00,12.00,4.00,0.00,171.12,6.89,34.25,5.88,-0.15,2.10,-2.48,,,,4.90,86.60
2020.00,12.00,4.00,1.00,160.99,13.21,32.83,5.84,-0.70,1.87,-2.56,,,,6.10,85.28
2020.00,12.00,4.00,2.00,150.85,19.53,32.19,5.81,-1.25,1.64,-2.64,,,,8.20,91.72
2020.00,12.00,4.00,3.00,140.72,25.86,29.66,5.78,-1.80,1.41,-2.72,,,,8.53,132.85
2020.00,12.00,4.00,4.00,142.86,23.58,27.79,6.22,-1.00,1.25,-2.77,,,,8.85,202.40
2020.00,12.00,4.00,5.00,145.00,21.31,27.62,6.66,-0.21,1.09,-2.82,,,,32.80,139.55
2020.00,12.00,4.00,6.00,147.14,19.03,28.02,7.10,0.58,0.93,-2.86,,,,77.08,85.88
2020.00,12.00,4.00,7.00,144.10,15.48,28.75,7.14,1.19,0.33,-2.65,,,,108.15,78.67
2020.00,12.00,4.00,8.00,141.06,11.92,29.09,7.18,1.81,-0.26,-2.43,1.21,2.29,0.53,148.52,60.27
2020.00,12.00,4.00,9.00,138.02,8.37,29.01,7.21,2.42,-0.85,-2.21,,,,135.78,81.75
2020.00,12.00,4.00,10.00,149.33,7.74,28.78,7.26,1.51,-0.83,-1.84,,,,136.95,78.92
2020.00,12.00,4.00,11.00,160.63,7.11,29.19,7.30,0.60,-0.81,-1.47,,,,123.40,123.18
2020.00,12.00,4.00,12.00,171.94,6.49,29.11,7.35,-0.31,-0.79,-1.10,,,,51.50,154.82
2020.00,12.00,4.00,13.00,170.32,7.18,29.25,7.13,0.14,-0.61,-1.31,,,,17.18,161.95
2020.00,12.00,4.00,14.00,168.71,7.88,29.23,6.92,0.58,-0.43,-1.51,,,,8.88,151.60
2020.00,12.00,4.00,15.00,167.09,8.57,30.55,6.71,1.02,-0.25,-1.72,,,,28.25,121.25
2020.00,12.00,4.00,16.00,161.61,14.36,30.36,7.08,0.84,-0.18,-1.61,,,,22.15,117.40
2020.00,12.00,4.00,17.00,156.13,20.15,29.70,7.45,0.66,-0.11,-1.51,,,,35.42,96.32
2020.00,12.00,4.00,18.00,150.65,25.93,29.10,7.82,0.47,-0.05,-1.41,,,,41.60,84.85
2020.00,12.00,4.00,19.00,146.97,19.06,28.42,7.33,-0.27,0.26,-1.86,,,,37.50,84.38
2020.00,12.00,4.00,20.00,143.29,12.19,27.89,6.84,-1.01,0.57,-2.31,,,,43.10,73.20
2020.00,12.00,4.00,21.00,139.61,5.33,28.59,6.35,-1.75,0.87,-2.76,,,,23.48,71.60
2020.00,12.00,4.00,22.00,144.21,5.02,27.91,6.20,-0.65,0.23,-2.39,,,,17.62,86.17
2020.00,12.00,4.00,23.00,148.80,4.71,27.64,6.05,0.45,-0.41,-2.02,,,,34.20,60.50
2019.00,9.00,29.00,0.00,37.77,34.74,28.77,9.87,-1.10,0.66,1.43,,,,8.95,9.77
2019.00,9.00,29.00,1.00,41.30,30.71,25.48,9.38,-1.10,0.59,1.46,,,,5.95,12.75
2019.00,9.00,29.00,2.00,44.82,26.68,24.64,8.89,-1.10,0.51,1.48,,,,5.15,18.68
2019.00,9.00,29.00,3.00,48.35,22.65,23.49,8.40,-1.10,0.44,1.50,,,,10.47,13.55
2019.00,9.00,29.00,4.00,46.44,24.87,25.50,7.81,-0.24,0.31,1.29,,,,16.90,10.75
2019.00,9.00,29.00,5.00,44.52,27.10,25.64,7.22,0.62,0.18,1.08,,,,21.75,9.43
2019.00,9.00,29.00,6.00,42.61,29.32,26.82,6.63,1.48,0.05,0.86,,,,29.43,10.02
2019.00,9.00,29.00,7.00,41.97,26.40,25.73,7.03,0.85,-0.11,1.12,,,,38.90,12.00
2019.00,9.00,29.00,8.00,41.33,23.48,25.71,7.43,0.22,-0.27,1.37,,1.05,,53.85,13.15
2019.00,9.00,29.00,9.00,40.68,20.55,28.05,7.83,-0.41,-0.43,1.62,,,,63.38,15.02
2019.00,9.00,29.00,10.00,30.49,37.72,27.67,8.97,-1.11,0.65,1.45,,,,71.50,14.90
2019.00,9.00,29.00,11.00,20.30,54.89,28.66,10.12,-1.82,1.74,1.27,,,,68.58,17.52
2019.00,9.00,29.00,12.00,10.11,72.06,30.45,11.26,-2.53,2.82,1.10,,,,47.58,24.38
2019.00,9.00,29.00,13.00,30.67,51.85,30.47,10.33,-1.83,2.15,1.35,,,,15.00,32.88
2019.00,9.00,29.00,14.00,51.23,31.63,30.84,9.40,-1.12,1.47,1.61,,,,3.90,33.35
2019.00,9.00,29.00,15.00,71.78,11.42,31.67,8.47,-0.42,0.79,1.86,,,,7.17,24.22
2019.00,9.00,29.00,16.00,65.67,12.60,30.55,8.74,-0.83,0.44,1.41,,,,4.85,22.52
2019.00,9.00,29.00,17.00,59.56,13.77,30.75,9.01,-1.25,0.08,0.95,,,,4.70,21.40
2019.00,9.00,29.00,18.00,53.45,14.95,29.96,9.28,-1.66,-0.27,0.49,,,,9.77,14.22
2019.00,9.00,29.00,19.00,55.05,13.32,30.11,8.59,-1.66,-0.43,0.82,,,,7.28,16.12
2019.00,9.00,29.00,20.00,56.65,11.68,29.87,7.91,-1.66,-0.59,1.14,,,,4.40,16.18
2019.00,9.00,29.00,21.00,58.25,10.04,30.46,7.22,-1.66,-0.74,1.46,,,,6.50,15.30
2019.00,9.00,29.00,22.00,53.11,16.95,31.32,6.95,-1.34,-0.16,1.54,,,,3.67,18.43
2019.00,9.00,29.00,23.00,47.98,23.87,29.19,6.68,-1.02,0.41,1.63,,,,3.88,20.12
2023.00,4.00,10.00,0.00,37.61,65.80,13.34,21.65,-0.24,1.48,1.42,,,,0.22,39.10
