year,month,day,hour,O3_forecast,NO2_forecast,T_forecast,q_forecast,u_forecast,v_forecast,w_forecast,NO2_satellite,HCHO_satellite,ratio_satellite
2022.00,3.00,26.00,11.00,157.70,27.63,20.53,7.94,-3.62,-1.10,0.74,,,
2022.00,3.00,26.00,12.00,174.51,29.57,18.71,8.01,-4.80,-2.06,-0.01,,,
2022.00,3.00,26.00,13.00,160.09,32.53,19.19,7.91,-3.64,-1.95,0.86,,,
2022.00,3.00,26.00,14.00,145.68,35.49,18.62,7.81,-2.48,-1.84,1.74,,,
2022.00,3.00,26.00,15.00,131.27,38.45,20.00,7.71,-1.33,-1.72,2.61,,,
2022.00,3.00,26.00,16.00,135.56,33.77,20.13,6.80,-0.92,-0.42,2.06,,,
2022.00,3.00,26.00,17.00,139.86,29.08,21.01,5.88,-0.51,0.89,1.51,,,
2022.00,3.00,26.00,18.00,144.16,24.40,20.89,4.97,-0.10,2.20,0.97,,,
2022.00,3.00,26.00,19.00,151.27,23.98,20.27,4.92,0.26,1.49,0.73,,,
2022.00,3.00,26.00,20.00,158.38,23.57,20.69,4.86,0.63,0.79,0.49,,,
2022.00,3.00,26.00,21.00,165.50,23.15,21.75,4.81,1.00,0.09,0.25,,,
2022.00,3.00,26.00,22.00,163.20,22.99,19.52,4.76,1.60,0.14,0.64,,,
2022.00,3.00,26.00,23.00,160.90,22.83,17.62,4.70,2.20,0.20,1.04,,,
2024.00,4.00,11.00,0.00,30.78,36.21,9.36,19.44,-2.17,-1.08,-1.72,,,
2024.00,4.00,11.00,1.00,40.71,31.11,11.47,19.25,-2.44,-0.72,-1.97,,,
2024.00,4.00,11.00,2.00,50.63,26.01,13.28,19.06,-2.71,-0.36,-2.22,,,
2024.00,4.00,11.00,3.00,60.56,20.91,12.52,18.87,-2.98,0.00,-2.47,,,
2024.00,4.00,11.00,4.00,47.50,31.77,16.75,18.78,-2.32,0.77,-2.67,,,
2024.00,4.00,11.00,5.00,34.44,42.63,14.52,18.68,-1.67,1.55,-2.86,,,
2024.00,4.00,11.00,6.00,21.38,53.49,14.70,18.58,-1.02,2.32,-3.05,,,
2024.00,4.00,11.00,7.00,20.79,53.97,16.78,18.62,-1.03,1.50,-2.75,,,
2024.00,4.00,11.00,8.00,20.19,54.44,15.71,18.66,-1.05,0.68,-2.46,,,
2024.00,4.00,11.00,9.00,19.60,54.92,13.04,18.69,-1.06,-0.13,-2.16,0.75,2.61,0.29
2024.00,4.00,11.00,10.00,15.21,54.82,13.66,18.24,-0.29,-0.21,-2.32,,,
2024.00,4.00,11.00,11.00,10.82,54.71,14.52,17.79,0.49,-0.29,-2.48,,,
2024.00,4.00,11.00,12.00,6.43,54.61,13.99,17.34,1.26,-0.37,-2.64,,,
2024.00,4.00,11.00,13.00,7.43,56.84,13.11,17.25,1.00,-0.68,-2.54,,,
2024.00,4.00,11.00,14.00,8.42,59.07,14.95,17.15,0.73,-1.00,-2.44,,,
2024.00,4.00,11.00,15.00,9.42,61.31,17.15,17.06,0.47,-1.32,-2.34,,,
2024.00,4.00,11.00,16.00,12.64,62.04,18.29,16.72,0.42,-1.54,-2.42,,,
2024.00,4.00,11.00,17.00,15.86,62.78,19.02,16.38,0.37,-1.76,-2.50,,,
2024.00,4.00,11.00,18.00,19.09,63.52,17.74,16.04,0.32,-1.97,-2.58,,,
2024.00,4.00,11.00,19.00,23.66,62.30,19.17,16.26,0.58,-1.77,-2.20,,,
2024.00,4.00,11.00,20.00,28.24,61.08,20.29,16.49,0.84,-1.57,-1.82,,,
2024.00,4.00,11.00,21.00,32.82,59.86,22.61,16.71,1.10,-1.36,-1.44,,,
2024.00,4.00,11.00,22.00,23.97,69.36,21.57,16.62,1.07,-1.46,-1.76,,,
2024.00,4.00,11.00,23.00,15.13,78.87,23.57,16.53,1.04,-1.55,-2.08,,,
2020.00,4.00,24.00,0.00,32.38,85.88,9.43,9.03,0.08,-1.91,1.76,,,
2020.00,4.00,24.00,1.00,26.23,81.99,8.97,9.80,0.87,-2.07,1.71,,,
2020.00,4.00,24.00,2.00,20.08,78.11,10.84,10.57,1.66,-2.22,1.66,,,
2020.00,4.00,24.00,3.00,13.92,74.23,10.47,11.34,2.45,-2.38,1.61,,,
2020.00,4.00,24.00,4.00,15.72,65.78,11.60,10.75,2.41,-2.45,1.66,,,
2020.00,4.00,24.00,5.00,17.52,57.33,13.79,10.17,2.37,-2.52,1.72,,,
2020.00,4.00,24.00,6.00,19.33,48.87,9.79,9.58,2.33,-2.59,1.77,,,
2020.00,4.00,24.00,7.00,22.30,48.41,11.33,9.58,2.70,-2.41,1.87,,,
2020.00,4.00,24.00,8.00,25.28,47.96,13.30,9.59,3.08,-2.23,1.97,0.37,1.18,0.31
2020.00,4.00,24.00,9.00,28.26,47.50,14.98,9.60,3.46,-2.06,2.06,,,
2020.00,4.00,24.00,10.00,26.65,53.22,10.36,9.12,3.36,-1.73,1.76,,,
2020.00,4.00,24.00,11.00,25.04,58.95,10.55,8.64,3.27,-1.41,1.46,,,
2020.00,4.00,24.00,12.00,23.42,64.68,10.87,8.16,3.17,-1.08,1.16,,,
2020.00,4.00,24.00,13.00,26.76,60.15,10.05,7.88,2.97,-1.16,1.54,,,
2020.00,4.00,24.00,14.00,30.09,55.63,9.15,7.59,2.76,-1.24,1.92,,,
2020.00,4.00,24.00,15.00,33.42,51.10,10.95,7.30,2.56,-1.32,2.30,,,
2020.00,4.00,24.00,16.00,36.08,49.35,10.48,6.82,1.42,-1.16,2.16,,,
2020.00,4.00,24.00,17.00,38.74,47.59,12.08,6.35,0.28,-1.00,2.02,,,
2020.00,4.00,24.00,18.00,41.39,45.83,12.29,5.87,-0.86,-0.85,1.88,,,
2020.00,4.00,24.00,19.00,39.81,48.74,12.69,5.87,-0.55,-0.63,1.69,,,
2020.00,4.00,24.00,20.00,38.23,51.64,11.96,5.87,-0.25,-0.41,1.50,,,
2020.00,4.00,24.00,21.00,36.65,54.54,12.15,5.87,0.06,-0.19,1.31,,,
2020.00,4.00,24.00,22.00,29.11,83.96,13.19,6.15,0.45,-0.57,1.40,,,
2020.00,4.00,24.00,23.00,21.56,113.38,16.34,6.44,0.85,-0.95,1.50,,,
2021.00,9.00,19.00,0.00,118.97,15.08,29.00,8.58,2.04,-1.09,-2.21,,,
2021.00,9.00,19.00,1.00,117.96,21.38,22.36,8.16,2.64,-1.45,-1.52,,,
2021.00,9.00,19.00,2.00,116.95,27.68,23.42,7.74,3.23,-1.80,-0.83,,,
2021.00,9.00,19.00,3.00,115.94,33.98,26.82,7.32,3.83,-2.16,-0.15,,,
2021.00,9.00,19.00,4.00,115.43,34.26,26.87,7.16,4.18,-2.13,-0.21,,,
2021.00,9.00,19.00,5.00,114.92,34.54,28.34,7.00,4.54,-2.10,-0.28,,,
2021.00,9.00,19.00,6.00,114.41,34.82,28.61,6.84,4.89,-2.06,-0.35,,,
2021.00,9.00,19.00,7.00,127.69,38.25,29.17,7.18,4.56,-2.10,0.09,,1.13,
2021.00,9.00,19.00,8.00,140.98,41.67,29.04,7.53,4.23,-2.14,0.52,,,
2021.00,9.00,19.00,9.00,154.26,45.09,29.19,7.88,3.90,-2.18,0.96,,,
2021.00,9.00,19.00,10.00,147.81,43.66,29.23,7.73,3.86,-2.11,0.71,,,
2021.00,9.00,19.00,11.00,141.35,42.22,29.80,7.57,3.82,-2.05,0.45,,,
2021.00,9.00,19.00,12.00,134.89,40.78,29.98,7.42,3.78,-1.98,0.20,,,
2021.00,9.00,19.00,13.00,136.78,34.63,29.60,7.62,3.62,-1.79,-0.24,,,
2021.00,9.00,19.00,14.00,138.67,28.48,29.95,7.81,3.47,-1.61,-0.68,,,
2021.00,9.00,19.00,15.00,140.55,22.33,29.33,8.01,3.32,-1.42,-1.12,,,
2021.00,9.00,19.00,16.00,143.85,20.13,28.10,8.26,3.36,-1.28,-0.98,,,
2021.00,9.00,19.00,17.00,147.15,17.93,28.70,8.52,3.40,-1.14,-0.85,,,
2021.00,9.00,19.00,18.00,150.46,15.73,28.17,8.77,3.44,-1.00,-0.72,,,
2021.00,9.00,19.00,19.00,149.34,15.19,29.21,8.58,3.75,-1.44,-0.95,,,
2021.00,9.00,19.00,20.00,148.22,14.64,30.03,8.38,4.07,-1.89,-1.18,,,
2021.00,9.00,19.00,21.00,147.10,14.09,29.74,8.18,4.38,-2.33,-1.41,,,
2021.00,9.00,19.00,22.00,149.67,18.70,28.24,8.31,4.34,-1.88,-1.58,,,
2021.00,9.00,19.00,23.00,152.23,23.32,28.40,8.44,4.29,-1.42,-1.75,,,
2022.00,9.00,30.00,0.00,33.98,121.84,31.08,15.65,1.85,0.53,1.79,,,
2022.00,9.00,30.00,1.00,32.88,114.89,26.47,15.64,1.50,-0.12,1.73,,,
2022.00,9.00,30.00,2.00,31.79,107.95,27.20,15.64,1.15,-0.76,1.68,,,
2022.00,9.00,30.00,3.00,30.70,101.01,29.42,15.64,0.80,-1.41,1.62,,,
2022.00,9.00,30.00,4.00,28.65,99.47,30.50,15.92,0.55,-0.56,2.09,,,
2022.00,9.00,30.00,5.00,26.61,97.93,30.79,16.20,0.30,0.29,2.55,,,
2022.00,9.00,30.00,6.00,24.56,96.39,30.24,16.49,0.05,1.15,3.02,,,
2022.00,9.00,30.00,7.00,41.20,118.44,31.24,17.42,-1.31,1.29,2.63,,,
2022.00,9.00,30.00,8.00,57.84,140.48,33.18,18.35,-2.67,1.43,2.25,0.31,1.27,0.24
2022.00,9.00,30.00,9.00,74.48,162.53,31.22,19.28,-4.03,1.57,1.86,,,
2022.00,9.00,30.00,10.00,60.84,167.61,35.35,19.52,-3.63,1.30,1.72,,,
2022.00,9.00,30.00,11.00,47.20,172.68,30.14,19.76,-3.24,1.03,1.57,,,
2022.00,9.00,30.00,12.00,33.55,177.76,26.92,20.01,-2.84,0.76,1.42,,,
2022.00,9.00,30.00,13.00,41.31,158.87,27.08,19.84,-2.49,0.53,1.74,,,
2022.00,9.00,30.00,14.00,49.06,139.97,28.19,19.67,-2.14,0.30,2.06,,,
2022.00,9.00,30.00,15.00,56.81,121.08,28.40,19.50,-1.79,0.06,2.38,,,
2022.00,9.00,30.00,16.00,53.15,146.53,30.39,19.50,-1.80,0.32,2.29,,,
2022.00,9.00,30.00,17.00,49.49,171.98,31.58,19.50,-1.81,0.57,2.20,,,
2022.00,9.00,30.00,18.00,45.83,197.43,29.77,19.50,-1.83,0.83,2.10,,,
2022.00,9.00,30.00,19.00,30.58,190.67,30.97,19.03,-2.01,0.87,1.93,,,
2022.00,9.00,30.00,20.00,15.32,183.90,31.14,18.56,-2.20,0.91,1.75,,,
2022.00,9.00,30.00,21.00,0.06,177.13,29.19,18.10,-2.38,0.95,1.57,,,
2022.00,9.00,30.00,22.00,7.89,172.79,30.05,17.99,-2.87,1.29,1.72,,,
2022.00,9.00,30.00,23.00,15.71,168.45,30.67,17.88,-3.36,1.62,1.86,,,
2020.00,10.00,5.00,0.00,71.37,12.42,27.50,16.97,2.10,-1.06,0.91,,,
2020.00,10.00,5.00,1.00,81.47,12.49,27.69,17.18,2.40,-1.63,0.23,,,
2020.00,10.00,5.00,2.00,91.57,12.56,27.63,17.40,2.69,-2.19,-0.44,,,
2020.00,10.00,5.00,3.00,101.67,12.63,26.53,17.61,2.99,-2.75,-1.12,,,
2020.00,10.00,5.00,4.00,97.38,14.19,25.91,17.88,1.55,-1.37,-0.33,,,
2020.00,10.00,5.00,5.00,93.08,15.74,26.09,18.15,0.12,0.00,0.46,,,
2020.00,10.00,5.00,6.00,88.79,17.30,25.50,18.41,-1.31,1.38,1.25,,,
2020.00,10.00,5.00,7.00,103.77,17.96,24.48,18.25,-1.83,0.66,1.02,,,
2020.00,10.00,5.00,8.00,118.75,18.62,25.02,18.09,-2.36,-0.06,0.80,0.34,,
2020.00,10.00,5.00,9.00,133.73,19.29,24.73,17.93,-2.88,-0.78,0.57,,,
2020.00,10.00,5.00,10.00,131.54,17.87,24.19,18.55,-4.05,-0.25,0.24,,,
2020.00,10.00,5.00,11.00,129.34,16.45,25.93,19.18,-5.23,0.28,-0.08,,,
2020.00,10.00,5.00,12.00,127.14,15.02,26.88,19.80,-6.40,0.81,-0.41,,,
2020.00,10.00,5.00,13.00,127.48,15.63,26.16,19.88,-5.72,1.70,-0.43,,,
2020.00,10.00,5.00,14.00,127.82,16.24,23.77,19.96,-5.05,2.59,-0.45,,,
2020.00,10.00,5.00,15.00,128.16,16.85,24.26,20.04,-4.37,3.48,-0.48,,,
2020.00,10.00,5.00,16.00,131.47,18.39,24.07,20.28,-1.76,2.88,-0.36,,,
2020.00,10.00,5.00,17.00,134.79,19.93,24.22,20.53,0.84,2.27,-0.25,,,
2020.00,10.00,5.00,18.00,138.10,21.47,24.81,20.78,3.45,1.67,-0.13,,,
2020.00,10.00,5.00,19.00,114.71,23.04,24.43,21.15,2.82,0.66,1.53,,,
2020.00,10.00,5.00,20.00,91.32,24.62,25.23,21.52,2.20,-0.36,3.18,,,
2020.00,10.00,5.00,21.00,67.93,26.20,24.81,21.89,1.58,-1.38,4.84,,,
2020.00,10.00,5.00,22.00,71.32,22.84,25.19,21.48,1.58,-1.84,3.23,,,
2020.00,10.00,5.00,23.00,74.72,19.49,23.28,21.07,1.58,-2.31,1.63,,,
2022.00,10.00,1.00,0.00,23.54,164.11,30.38,17.77,-3.86,1.96,2.01,,,
2022.00,10.00,1.00,1.00,33.85,151.21,30.33,17.69,-3.55,1.49,1.96,,,
2022.00,10.00,1.00,2.00,44.17,138.32,30.35,17.62,-3.23,1.03,1.92,,,
2022.00,10.00,1.00,3.00,54.48,125.43,31.33,17.54,-2.92,0.56,1.88,,,
2022.00,10.00,1.00,4.00,40.34,137.38,27.79,17.46,-2.92,0.63,1.83,,,
2022.00,10.00,1.00,5.00,26.20,149.34,27.72,17.38,-2.92,0.71,1.78,,,
2022.00,10.00,1.00,6.00,12.06,161.29,32.33,17.30,-2.92,0.78,1.73,,,
2022.00,10.00,1.00,7.00,25.18,152.11,29.26,17.90,-2.91,0.65,1.66,,,
2022.00,10.00,1.00,8.00,38.30,142.93,26.85,18.50,-2.89,0.51,1.59,0.27,1.54,0.18
2022.00,10.00,1.00,9.00,51.43,133.74,27.10,19.10,-2.88,0.37,1.52,,,
2022.00,10.00,1.00,10.00,41.22,117.03,26.37,18.55,-2.42,0.60,1.99,,,
2022.00,10.00,1.00,11.00,31.01,100.31,27.67,18.00,-1.96,0.83,2.47,,,
2022.00,10.00,1.00,12.00,20.81,83.60,29.57,17.45,-1.49,1.05,2.94,,,
2022.00,10.00,1.00,13.00,34.05,90.20,27.39,17.68,-0.82,1.49,2.73,,,
2022.00,10.00,1.00,14.00,47.29,96.80,27.76,17.90,-0.15,1.92,2.51,,,
2022.00,10.00,1.00,15.00,60.53,103.41,27.18,18.13,0.52,2.35,2.29,,,
2022.00,10.00,1.00,16.00,63.06,115.53,27.17,18.56,0.08,1.32,2.85,,,
2022.00,10.00,1.00,17.00,65.60,127.66,25.94,18.99,-0.35,0.30,3.40,,,
2022.00,10.00,1.00,18.00,68.13,139.79,26.22,19.41,-0.78,-0.73,3.95,,,
2022.00,10.00,1.00,19.00,60.65,115.30,27.39,19.54,-1.30,-0.90,3.26,,,
2022.00,10.00,1.00,20.00,53.17,90.81,27.53,19.66,-1.82,-1.07,2.58,,,
2022.00,10.00,1.00,21.00,45.69,66.32,29.19,19.79,-2.34,-1.23,1.89,,,
2022.00,10.00,1.00,22.00,41.52,74.58,27.56,19.76,-1.29,-0.33,1.99,,,
2022.00,10.00,1.00,23.00,37.35,82.83,27.15,19.73,-0.24,0.58,2.10,,,
2021.00,7.00,12.00,0.00,117.87,11.61,26.75,21.62,2.58,-2.92,-2.87,,,
2021.00,7.00,12.00,1.00,114.19,12.82,28.43,21.05,2.96,-3.19,-2.59,,,
2021.00,7.00,12.00,2.00,110.51,14.04,30.93,20.47,3.33,-3.47,-2.32,,,
2021.00,7.00,12.00,3.00,106.83,15.26,27.26,19.90,3.71,-3.74,-2.04,,,
2021.00,7.00,12.00,4.00,109.94,14.48,24.34,19.84,3.59,-3.66,-2.34,,,
2021.00,7.00,12.00,5.00,113.05,13.70,24.64,19.78,3.47,-3.58,-2.65,,,
2021.00,7.00,12.00,6.00,116.17,12.92,28.18,19.72,3.35,-3.49,-2.95,,,
2021.00,7.00,12.00,7.00,135.93,13.19,30.69,19.60,3.50,-3.26,-2.64,,,
2021.00,7.00,12.00,8.00,155.70,13.46,29.38,19.48,3.65,-3.04,-2.34,,,
2021.00,7.00,12.00,9.00,175.46,13.72,30.18,19.36,3.81,-2.81,-2.03,,,
2021.00,7.00,12.00,10.00,159.31,15.41,30.63,19.46,3.43,-2.41,-2.57,,,
2021.00,7.00,12.00,11.00,143.17,17.11,31.56,19.57,3.05,-2.01,-3.10,,,
2021.00,7.00,12.00,12.00,127.02,18.80,32.03,19.67,2.67,-1.61,-3.64,,,
2021.00,7.00,12.00,13.00,146.21,25.41,33.02,19.95,2.49,-1.77,-3.60,,,
2021.00,7.00,12.00,14.00,165.41,32.02,33.50,20.23,2.32,-1.93,-3.56,,,
2021.00,7.00,12.00,15.00,184.61,38.63,35.75,20.51,2.14,-2.09,-3.52,,,
2021.00,7.00,12.00,16.00,185.21,30.88,35.81,20.32,2.22,-2.22,-3.81,,,
2021.00,7.00,12.00,17.00,185.82,23.14,37.19,20.12,2.30,-2.35,-4.09,,,
2021.00,7.00,12.00,18.00,186.42,15.39,37.80,19.93,2.39,-2.48,-4.37,,,
2021.00,7.00,12.00,19.00,161.19,14.35,39.12,19.94,2.44,-2.62,-4.26,,,
2021.00,7.00,12.00,20.00,135.95,13.31,38.78,19.96,2.49,-2.77,-4.15,,,
2021.00,7.00,12.00,21.00,110.72,12.27,38.94,19.97,2.55,-2.91,-4.03,,,
2021.00,7.00,12.00,22.00,109.16,12.54,39.44,19.40,2.47,-2.92,-3.62,,,
2021.00,7.00,12.00,23.00,107.60,12.82,37.41,18.83,2.39,-2.93,-3.21,,,
2023.00,4.00,26.00,0.00,4.66,65.00,12.41,7.95,0.59,-2.48,-1.57,,,
2023.00,4.00,26.00,1.00,8.35,62.78,14.23,8.30,1.07,-2.17,-1.61,,,
2023.00,4.00,26.00,2.00,12.05,60.56,15.30,8.66,1.55,-1.86,-1.65,,,
2023.00,4.00,26.00,3.00,15.74,58.34,12.96,9.02,2.04,-1.55,-1.68,,,
2023.00,4.00,26.00,4.00,19.53,54.73,13.07,8.52,1.89,-1.38,-0.83,,,
2023.00,4.00,26.00,5.00,23.32,51.12,12.93,8.03,1.75,-1.22,0.02,,,
2023.00,4.00,26.00,6.00,27.11,47.51,14.15,7.54,1.60,-1.06,0.88,,,
2023.00,4.00,26.00,7.00,24.34,51.92,15.21,6.98,1.49,-1.17,0.42,,,
2023.00,4.00,26.00,8.00,21.57,56.34,15.78,6.42,1.38,-1.29,-0.03,0.94,4.60,0.20
2023.00,4.00,26.00,9.00,18.80,60.75,18.41,5.87,1.26,-1.41,-0.49,,,
2023.00,4.00,26.00,10.00,20.91,65.70,17.33,5.85,1.46,-1.46,-0.32,,,
2023.00,4.00,26.00,11.00,23.02,70.64,18.36,5.84,1.65,-1.51,-0.16,,,
2023.00,4.00,26.00,12.00,25.13,75.58,19.28,5.82,1.84,-1.56,0.01,,,
2023.00,4.00,26.00,13.00,16.89,100.95,19.40,5.84,1.51,-1.49,-0.05,,,
2023.00,4.00,26.00,14.00,8.64,126.32,17.59,5.86,1.18,-1.42,-0.10,,,
2023.00,4.00,26.00,15.00,0.40,151.69,16.12,5.87,0.85,-1.35,-0.16,,,
2023.00,4.00,26.00,16.00,0.29,160.01,17.70,6.30,0.23,-1.18,-0.67,,,
2023.00,4.00,26.00,17.00,0.18,168.32,17.29,6.72,-0.39,-1.01,-1.18,,,
2023.00,4.00,26.00,18.00,0.07,176.64,17.21,7.14,-1.01,-0.84,-1.70,,,
2023.00,4.00,26.00,19.00,1.98,145.22,19.79,8.21,0.38,-1.27,-1.04,,,
2023.00,4.00,26.00,20.00,3.89,113.80,17.80,9.28,1.76,-1.69,-0.38,,,
2023.00,4.00,26.00,21.00,5.80,82.37,21.78,10.35,3.14,-2.12,0.27,,,
2023.00,4.00,26.00,22.00,4.75,78.59,20.85,9.43,3.58,-1.92,0.19,,,
2023.00,4.00,26.00,23.00,3.71,74.80,20.09,8.50,4.02,-1.71,0.10,,,
2020.00,11.00,18.00,0.00,194.83,21.19,29.20,19.40,1.50,-0.55,-1.33,,,
2020.00,11.00,18.00,1.00,215.00,22.59,30.39,18.81,0.97,-0.57,-1.30,,,
2020.00,11.00,18.00,2.00,235.16,24.00,29.89,18.22,0.44,-0.60,-1.27,,,
2020.00,11.00,18.00,3.00,255.33,25.41,29.34,17.63,-0.09,-0.62,-1.24,,,
2020.00,11.00,18.00,4.00,235.04,22.03,29.66,18.03,0.15,-0.23,-1.14,,,
2020.00,11.00,18.00,5.00,214.76,18.65,30.11,18.43,0.40,0.16,-1.04,,,
2020.00,11.00,18.00,6.00,194.47,15.27,30.79,18.83,0.65,0.55,-0.94,,,
2020.00,11.00,18.00,7.00,197.30,14.80,31.34,19.01,0.38,0.45,-1.20,,,
2020.00,11.00,18.00,8.00,200.13,14.33,31.63,19.19,0.12,0.36,-1.46,0.49,1.00,0.49
2020.00,11.00,18.00,9.00,202.96,13.86,31.09,19.37,-0.15,0.26,-1.72,,,
2020.00,11.00,18.00,10.00,211.63,14.62,30.86,19.05,0.30,-0.08,-1.58,,,
2020.00,11.00,18.00,11.00,220.29,15.39,29.48,18.72,0.75,-0.43,-1.44,,,
2020.00,11.00,18.00,12.00,228.96,16.15,27.47,18.39,1.19,-0.77,-1.30,,,
2020.00,11.00,18.00,13.00,220.89,17.79,22.85,18.52,1.81,-0.37,-1.22,,,
2020.00,11.00,18.00,14.00,212.82,19.42,23.39,18.65,2.43,0.03,-1.14,,,
2020.00,11.00,18.00,15.00,204.75,21.05,25.13,18.77,3.04,0.43,-1.06,,,
2020.00,11.00,18.00,16.00,205.01,19.89,25.88,18.46,2.55,-0.05,-1.02,,,
2020.00,11.00,18.00,17.00,205.26,18.73,26.65,18.15,2.05,-0.52,-0.98,,,
2020.00,11.00,18.00,18.00,205.52,17.56,26.93,17.83,1.56,-1.00,-0.94,,,
2020.00,11.00,18.00,19.00,206.66,18.59,27.70,18.01,-0.11,-0.49,-0.90,,,
2020.00,11.00,18.00,20.00,207.79,19.62,27.46,18.19,-1.77,0.02,-0.87,,,
2020.00,11.00,18.00,21.00,208.92,20.65,27.82,18.37,-3.43,0.53,-0.83,,,
2020.00,11.00,18.00,22.00,204.23,24.17,28.04,18.51,-4.52,1.20,-0.78,,,
2020.00,11.00,18.00,23.00,199.54,27.69,28.40,18.66,-5.61,1.87,-0.73,,,
2023.00,5.00,2.00,0.00,5.79,128.27,32.72,10.42,-0.92,-2.14,-0.58,,,
2023.00,5.00,2.00,1.00,5.23,137.44,31.04,10.07,-1.07,-0.93,-0.64,,,
2023.00,5.00,2.00,2.00,4.68,146.61,31.20,9.71,-1.23,0.27,-0.70,,,
2023.00,5.00,2.00,3.00,4.13,155.78,28.33,9.36,-1.38,1.47,-0.76,,,
2023.00,5.00,2.00,4.00,3.20,162.14,28.66,9.33,-1.71,1.32,-0.31,,,
2023.00,5.00,2.00,5.00,2.26,168.50,28.68,9.31,-2.03,1.17,0.14,,,
2023.00,5.00,2.00,6.00,1.33,174.86,28.42,9.29,-2.36,1.01,0.60,,,
2023.00,5.00,2.00,7.00,0.93,180.11,29.01,9.37,-2.41,1.51,0.22,,,
2023.00,5.00,2.00,8.00,0.54,185.36,29.82,9.46,-2.46,2.00,-0.16,,,
2023.00,5.00,2.00,9.00,0.14,190.62,30.05,9.54,-2.51,2.49,-0.54,,,
2023.00,5.00,2.00,10.00,14.44,155.17,28.28,9.68,-2.38,1.56,-1.24,,,
2023.00,5.00,2.00,11.00,28.73,119.72,26.99,9.83,-2.25,0.63,-1.94,,,
2023.00,5.00,2.00,12.00,43.02,84.27,26.88,9.97,-2.12,-0.30,-2.64,,,
