year,month,day,hour,O3_forecast,NO2_forecast,T_forecast,q_forecast,u_forecast,v_forecast,w_forecast,NO2_satellite,HCHO_satellite,ratio_satellite
2021.00,2.00,20.00,14.00,167.60,10.15,21.83,18.96,-0.30,1.12,-3.00,,,
2021.00,2.00,20.00,15.00,180.52,10.29,22.12,18.42,1.21,-0.29,-2.72,,,
2021.00,2.00,20.00,16.00,190.89,10.66,21.79,19.11,1.55,-0.88,-2.20,,,
2021.00,2.00,20.00,17.00,201.27,11.03,20.86,19.80,1.89,-1.48,-1.68,,,
2021.00,2.00,20.00,18.00,211.65,11.40,21.51,20.50,2.23,-2.08,-1.16,,,
2021.00,2.00,20.00,19.00,207.89,13.91,22.21,20.11,2.81,-2.14,-1.78,,,
2021.00,2.00,20.00,20.00,204.13,16.42,20.33,19.72,3.39,-2.21,-2.41,,,
2021.00,2.00,20.00,21.00,200.37,18.93,20.57,19.34,3.98,-2.27,-3.03,,,
2021.00,2.00,20.00,22.00,180.37,14.81,19.51,19.49,4.00,-1.64,-2.98,,,
2021.00,2.00,20.00,23.00,160.38,10.69,20.24,19.64,4.03,-1.02,-2.92,,,
2024.00,4.00,11.00,0.00,19.16,56.82,9.58,19.37,-1.58,-1.31,-2.10,,,
2024.00,4.00,11.00,1.00,31.38,46.67,12.23,19.06,-1.83,-1.02,-2.75,,,
2024.00,4.00,11.00,2.00,43.61,36.53,13.11,18.74,-2.09,-0.74,-3.41,,,
2024.00,4.00,11.00,3.00,55.83,26.39,13.15,18.43,-2.34,-0.46,-4.06,,,
2024.00,4.00,11.00,4.00,48.16,29.94,18.21,18.46,-1.28,0.25,-3.43,,,
2024.00,4.00,11.00,5.00,40.48,33.48,15.18,18.50,-0.22,0.96,-2.79,,,
2024.00,4.00,11.00,6.00,32.81,37.02,14.67,18.53,0.84,1.67,-2.16,,,
2024.00,4.00,11.00,7.00,21.87,55.76,15.94,18.36,0.26,1.18,-2.04,,,
2024.00,4.00,11.00,8.00,10.94,74.50,15.88,18.19,-0.32,0.70,-1.92,,,
2024.00,4.00,11.00,9.00,0.00,93.24,13.57,18.02,-0.90,0.22,-1.80,0.96,2.72,0.35
2024.00,4.00,11.00,10.00,10.11,69.69,14.05,17.34,0.07,0.17,-1.67,,,
2024.00,4.00,11.00,11.00,20.22,46.14,14.57,16.67,1.04,0.13,-1.54,,,
2024.00,4.00,11.00,12.00,30.33,22.60,15.41,16.00,2.01,0.09,-1.41,,,
2024.00,4.00,11.00,13.00,20.28,35.61,14.25,16.05,1.61,0.12,-1.42,,,
2024.00,4.00,11.00,14.00,10.24,48.62,15.91,16.09,1.22,0.16,-1.43,,,
2024.00,4.00,11.00,15.00,0.19,61.62,17.58,16.14,0.82,0.19,-1.44,,,
2024.00,4.00,11.00,16.00,0.14,71.80,18.42,15.93,0.80,-0.06,-1.74,,,
2024.00,4.00,11.00,17.00,0.08,81.98,20.28,15.72,0.78,-0.32,-2.04,,,
2024.00,4.00,11.00,18.00,0.03,92.15,17.94,15.50,0.76,-0.58,-2.34,,,
2024.00,4.00,11.00,19.00,11.71,77.36,19.28,15.66,0.98,-0.36,-1.59,,,
2024.00,4.00,11.00,20.00,23.40,62.56,23.12,15.83,1.19,-0.14,-0.85,,,
2024.00,4.00,11.00,21.00,35.08,47.77,21.96,15.99,1.40,0.08,-0.10,,,
2024.00,4.00,11.00,22.00,26.92,57.72,22.35,15.89,1.32,0.15,-0.06,,,
2024.00,4.00,11.00,23.00,18.77,67.68,23.89,15.79,1.25,0.22,-0.01,,,
2020.00,4.00,24.00,0.00,73.70,45.71,10.04,8.59,-0.11,-1.67,1.45,,,
2020.00,4.00,24.00,1.00,64.73,44.96,10.17,9.53,0.59,-1.87,1.76,,,
2020.00,4.00,24.00,2.00,55.75,44.21,11.35,10.47,1.28,-2.07,2.07,,,
2020.00,4.00,24.00,3.00,46.78,43.47,10.98,11.40,1.98,-2.27,2.37,,,
2020.00,4.00,24.00,4.00,43.02,36.09,12.12,10.99,2.14,-2.31,2.30,,,
2020.00,4.00,24.00,5.00,39.27,28.72,13.87,10.58,2.30,-2.35,2.23,,,
2020.00,4.00,24.00,6.00,35.52,21.34,11.11,10.17,2.46,-2.39,2.15,,,
2020.00,4.00,24.00,7.00,36.25,21.88,11.53,9.94,2.72,-2.09,1.94,,,
2020.00,4.00,24.00,8.00,36.97,22.42,13.81,9.70,2.99,-1.79,1.73,0.29,2.10,0.14
2020.00,4.00,24.00,9.00,37.70,22.96,14.65,9.47,3.26,-1.49,1.52,,,
2020.00,4.00,24.00,10.00,34.30,33.56,10.04,8.97,3.29,-1.20,1.27,,,
2020.00,4.00,24.00,11.00,30.91,44.17,10.83,8.48,3.33,-0.91,1.01,,,
2020.00,4.00,24.00,12.00,27.52,54.78,10.97,7.98,3.36,-0.62,0.75,,,
2020.00,4.00,24.00,13.00,38.25,44.12,10.63,7.59,3.13,-0.71,1.45,,,
2020.00,4.00,24.00,14.00,48.99,33.46,9.99,7.20,2.90,-0.79,2.15,,,
2020.00,4.00,24.00,15.00,59.72,22.80,10.83,6.81,2.67,-0.88,2.85,,,
2020.00,4.00,24.00,16.00,61.57,21.06,10.37,6.67,1.30,-0.58,2.84,,,
2020.00,4.00,24.00,17.00,63.41,19.32,11.78,6.53,-0.07,-0.28,2.82,,,
2020.00,4.00,24.00,18.00,65.26,17.58,11.78,6.38,-1.45,0.02,2.80,,,
2020.00,4.00,24.00,19.00,57.98,20.16,12.42,6.28,-0.94,0.22,2.39,,,
2020.00,4.00,24.00,20.00,50.69,22.73,11.97,6.17,-0.44,0.41,1.98,,,
2020.00,4.00,24.00,21.00,43.41,25.31,12.58,6.06,0.07,0.61,1.57,,,
2020.00,4.00,24.00,22.00,35.00,35.27,14.02,6.26,0.52,0.12,1.62,,,
2020.00,4.00,24.00,23.00,26.59,45.24,16.06,6.46,0.96,-0.38,1.67,,,
2021.00,9.00,19.00,0.00,129.29,6.79,29.62,8.02,3.12,-1.94,-2.89,,,
2021.00,9.00,19.00,1.00,134.19,6.37,22.08,7.78,3.32,-2.16,-2.53,,,
2021.00,9.00,19.00,2.00,139.09,5.94,23.00,7.53,3.52,-2.39,-2.17,,,
2021.00,9.00,19.00,3.00,143.99,5.51,27.17,7.28,3.71,-2.62,-1.81,,,
2021.00,9.00,19.00,4.00,142.31,5.04,27.63,6.91,3.76,-2.50,-1.42,,,
2021.00,9.00,19.00,5.00,140.63,4.57,28.91,6.53,3.80,-2.38,-1.02,,,
2021.00,9.00,19.00,6.00,138.95,4.09,29.18,6.16,3.85,-2.26,-0.62,,,
2021.00,9.00,19.00,7.00,144.35,4.13,29.76,6.53,3.72,-2.31,-0.63,0.63,1.20,0.52
2021.00,9.00,19.00,8.00,149.74,4.17,29.45,6.89,3.59,-2.37,-0.64,,,
2021.00,9.00,19.00,9.00,155.14,4.21,29.51,7.26,3.46,-2.42,-0.65,,,
2021.00,9.00,19.00,10.00,161.41,4.23,29.87,7.37,3.39,-2.43,-0.49,,,
2021.00,9.00,19.00,11.00,167.68,4.25,30.61,7.49,3.31,-2.43,-0.33,,,
2021.00,9.00,19.00,12.00,173.95,4.27,31.20,7.60,3.24,-2.44,-0.17,,,
2021.00,9.00,19.00,13.00,173.18,6.46,30.66,7.75,3.10,-2.38,-0.36,,,
2021.00,9.00,19.00,14.00,172.41,8.65,30.96,7.90,2.97,-2.32,-0.54,,,
2021.00,9.00,19.00,15.00,171.64,10.84,30.04,8.04,2.84,-2.26,-0.73,,,
2021.00,9.00,19.00,16.00,164.49,8.37,28.54,8.35,2.93,-2.03,-1.25,,,
2021.00,9.00,19.00,17.00,157.33,5.91,28.96,8.65,3.03,-1.81,-1.78,,,
2021.00,9.00,19.00,18.00,150.17,3.45,29.00,8.95,3.12,-1.58,-2.30,,,
2021.00,9.00,19.00,19.00,148.74,3.37,29.93,8.55,3.65,-2.05,-2.17,,,
2021.00,9.00,19.00,20.00,147.31,3.29,30.81,8.14,4.18,-2.52,-2.04,,,
2021.00,9.00,19.00,21.00,145.88,3.21,30.62,7.74,4.71,-2.99,-1.91,,,
2021.00,9.00,19.00,22.00,149.79,3.47,29.05,7.70,4.57,-2.48,-2.22,,,
2021.00,9.00,19.00,23.00,153.71,3.73,29.17,7.66,4.43,-1.96,-2.52,,,
2023.00,10.00,7.00,0.00,32.44,31.51,15.27,18.93,-1.18,1.00,0.26,,,
2023.00,10.00,7.00,1.00,33.54,30.24,13.60,18.61,-1.11,0.94,0.68,,,
2023.00,10.00,7.00,2.00,34.63,28.97,14.58,18.28,-1.04,0.89,1.11,,,
2023.00,10.00,7.00,3.00,35.73,27.70,14.76,17.95,-0.98,0.83,1.54,,,
2023.00,10.00,7.00,4.00,41.59,22.23,15.65,17.44,-0.27,1.14,1.92,,,
2023.00,10.00,7.00,5.00,47.45,16.75,14.75,16.92,0.44,1.45,2.30,,,
2023.00,10.00,7.00,6.00,53.31,11.27,14.26,16.41,1.14,1.77,2.68,,,
2023.00,10.00,7.00,7.00,48.72,13.41,14.74,16.98,1.65,1.84,2.58,,,
2023.00,10.00,7.00,8.00,44.12,15.54,15.17,17.55,2.16,1.91,2.47,,,
2023.00,10.00,7.00,9.00,39.53,17.68,14.56,18.12,2.66,1.99,2.36,0.34,0.50,0.68
2023.00,10.00,7.00,10.00,38.05,22.08,13.76,18.08,1.29,1.75,1.81,,,
2023.00,10.00,7.00,11.00,36.57,26.48,14.77,18.03,-0.09,1.51,1.26,,,
2023.00,10.00,7.00,12.00,35.09,30.88,14.57,17.98,-1.47,1.28,0.71,,,
2023.00,10.00,7.00,13.00,24.15,47.60,13.41,18.81,0.31,1.56,0.34,,,
2023.00,10.00,7.00,14.00,13.22,64.31,12.47,19.64,2.08,1.84,-0.04,,,
2023.00,10.00,7.00,15.00,2.28,81.03,10.75,20.46,3.86,2.12,-0.41,,,
2023.00,10.00,7.00,16.00,10.83,68.87,10.70,19.70,3.91,2.22,0.36,,,
2023.00,10.00,7.00,17.00,19.37,56.70,11.30,18.94,3.96,2.31,1.13,,,
2023.00,10.00,7.00,18.00,27.92,44.54,9.44,18.18,4.01,2.41,1.90,,,
2023.00,10.00,7.00,19.00,25.28,45.39,9.75,18.00,3.59,2.14,1.86,,,
2023.00,10.00,7.00,20.00,22.65,46.24,9.89,17.82,3.18,1.88,1.83,,,
2023.00,10.00,7.00,21.00,20.02,47.10,10.94,17.64,2.76,1.61,1.79,,,
2023.00,10.00,7.00,22.00,34.06,46.11,8.48,18.63,2.98,1.69,1.10,,,
2023.00,10.00,7.00,23.00,48.09,45.11,9.91,19.62,3.20,1.76,0.41,,,
2022.00,9.00,30.00,0.00,43.46,75.67,32.95,13.84,3.33,1.46,2.53,,,
2022.00,9.00,30.00,1.00,38.54,81.39,27.32,13.98,2.95,1.52,2.23,,,
2022.00,9.00,30.00,2.00,33.62,87.11,27.86,14.11,2.57,1.58,1.93,,,
2022.00,9.00,30.00,3.00,28.70,92.84,29.88,14.24,2.19,1.64,1.63,,,
2022.00,9.00,30.00,4.00,31.22,84.79,31.05,14.45,1.62,1.65,1.58,,,
2022.00,9.00,30.00,5.00,33.75,76.74,31.30,14.65,1.06,1.66,1.52,,,
2022.00,9.00,30.00,6.00,36.27,68.68,31.65,14.86,0.49,1.67,1.46,,,
2022.00,9.00,30.00,7.00,55.11,80.36,32.41,15.56,-1.03,1.19,1.24,,,
2022.00,9.00,30.00,8.00,73.95,92.04,33.82,16.27,-2.56,0.70,1.01,0.54,1.23,0.44
2022.00,9.00,30.00,9.00,92.79,103.72,32.76,16.97,-4.08,0.22,0.78,,,
2022.00,9.00,30.00,10.00,81.09,108.64,36.32,17.14,-4.06,0.61,0.40,,,
2022.00,9.00,30.00,11.00,69.40,113.56,35.30,17.32,-4.03,1.01,0.02,,,
2022.00,9.00,30.00,12.00,57.70,118.48,27.72,17.49,-4.01,1.41,-0.36,,,
2022.00,9.00,30.00,13.00,74.62,100.25,26.97,17.30,-3.59,0.77,0.25,,,
2022.00,9.00,30.00,14.00,91.54,82.01,29.00,17.11,-3.18,0.12,0.87,,,
2022.00,9.00,30.00,15.00,108.46,63.77,28.49,16.92,-2.77,-0.53,1.48,,,
2022.00,9.00,30.00,16.00,112.67,74.02,30.58,17.12,-2.75,-0.30,1.72,,,
2022.00,9.00,30.00,17.00,116.88,84.26,31.78,17.32,-2.73,-0.07,1.96,,,
2022.00,9.00,30.00,18.00,121.08,94.50,30.26,17.53,-2.71,0.16,2.20,,,
2022.00,9.00,30.00,19.00,88.10,100.23,31.00,15.94,-2.83,0.35,1.87,,,
2022.00,9.00,30.00,20.00,55.12,105.96,31.47,14.36,-2.94,0.54,1.53,,,
2022.00,9.00,30.00,21.00,22.13,111.68,29.57,12.78,-3.06,0.73,1.20,,,
2022.00,9.00,30.00,22.00,28.27,116.23,30.35,13.75,-3.31,1.39,1.27,,,
2022.00,9.00,30.00,23.00,34.41,120.78,30.76,14.72,-3.57,2.05,1.35,,,
2021.00,1.00,11.00,0.00,138.59,13.69,36.70,21.09,2.52,-0.50,-2.41,,,
2021.00,1.00,11.00,1.00,122.58,13.14,36.99,20.82,1.76,-0.61,-2.25,,,
2021.00,1.00,11.00,2.00,106.57,12.59,37.43,20.55,1.01,-0.71,-2.10,,,
2021.00,1.00,11.00,3.00,90.57,12.04,37.83,20.28,0.25,-0.81,-1.94,,,
2021.00,1.00,11.00,4.00,90.60,12.21,37.48,20.24,0.70,-1.09,-1.99,,,
2021.00,1.00,11.00,5.00,90.64,12.39,34.02,20.20,1.15,-1.37,-2.04,,,
2021.00,1.00,11.00,6.00,90.68,12.56,34.21,20.15,1.61,-1.64,-2.09,,,
2021.00,1.00,11.00,7.00,108.45,12.02,35.96,20.57,1.75,-1.29,-2.04,,,
2021.00,1.00,11.00,8.00,126.23,11.48,34.68,20.99,1.90,-0.93,-2.00,0.86,1.60,0.54
2021.00,1.00,11.00,9.00,144.00,10.94,30.69,21.41,2.04,-0.57,-1.96,,,
2021.00,1.00,11.00,10.00,139.91,9.02,30.88,21.24,1.90,-0.11,-1.88,,,
2021.00,1.00,11.00,11.00,135.81,7.10,33.12,21.07,1.76,0.35,-1.81,,,
2021.00,1.00,11.00,12.00,131.72,5.18,31.98,20.90,1.62,0.81,-1.73,,,
2021.00,1.00,11.00,13.00,118.55,4.65,35.11,19.63,1.82,0.81,-1.12,,,
2021.00,1.00,11.00,14.00,105.38,4.11,37.36,18.36,2.03,0.81,-0.51,,,
2021.00,1.00,11.00,15.00,92.22,3.58,39.89,17.09,2.23,0.80,0.11,,,
2021.00,1.00,11.00,16.00,91.79,3.55,40.63,17.04,2.03,0.89,0.48,,,
2021.00,1.00,11.00,17.00,91.37,3.53,39.92,16.99,1.83,0.97,0.85,,,
2021.00,1.00,11.00,18.00,90.94,3.51,38.75,16.95,1.63,1.05,1.22,,,
2021.00,1.00,11.00,19.00,92.77,3.70,38.46,16.81,1.94,0.31,0.87,,,
2021.00,1.00,11.00,20.00,94.60,3.90,36.85,16.68,2.26,-0.42,0.52,,,
2021.00,1.00,11.00,21.00,96.42,4.09,35.67,16.55,2.57,-1.16,0.17,,,
2021.00,1.00,11.00,22.00,101.67,4.81,38.63,16.57,2.64,-1.19,-0.44,,,
2021.00,1.00,11.00,23.00,106.91,5.53,37.83,16.59,2.72,-1.22,-1.05,,,
2020.00,10.00,5.00,0.00,64.38,8.41,28.39,17.46,2.51,-1.95,3.51,,,
2020.00,10.00,5.00,1.00,70.43,11.63,28.55,17.34,2.82,-2.46,1.20,,,
2020.00,10.00,5.00,2.00,76.48,14.86,29.16,17.22,3.14,-2.96,-1.10,,,
2020.00,10.00,5.00,3.00,82.53,18.09,26.91,17.10,3.45,-3.47,-3.40,,,
2020.00,10.00,5.00,4.00,83.56,18.18,26.30,17.53,1.80,-2.11,-1.95,,,
2020.00,10.00,5.00,5.00,84.58,18.27,26.41,17.96,0.15,-0.76,-0.50,,,
2020.00,10.00,5.00,6.00,85.61,18.36,26.16,18.40,-1.50,0.60,0.95,,,
2020.00,10.00,5.00,7.00,98.81,17.63,25.30,17.72,-1.88,-0.16,0.69,,,
2020.00,10.00,5.00,8.00,112.02,16.91,25.84,17.05,-2.26,-0.92,0.43,0.46,2.68,0.17
2020.00,10.00,5.00,9.00,125.23,16.18,26.45,16.37,-2.64,-1.68,0.17,,,
2020.00,10.00,5.00,10.00,124.91,15.24,25.25,17.53,-3.73,-1.20,-0.14,,,
2020.00,10.00,5.00,11.00,124.59,14.30,26.17,18.69,-4.82,-0.72,-0.45,,,
2020.00,10.00,5.00,12.00,124.27,13.37,27.16,19.85,-5.91,-0.24,-0.76,,,
2020.00,10.00,5.00,13.00,120.41,14.22,26.44,19.71,-4.96,0.93,-0.38,,,
2020.00,10.00,5.00,14.00,116.54,15.06,24.54,19.56,-4.01,2.09,-0.01,,,
2020.00,10.00,5.00,15.00,112.68,15.91,25.08,19.41,-3.06,3.26,0.37,,,
2020.00,10.00,5.00,16.00,117.73,14.92,25.01,19.70,-0.56,2.10,0.47,,,
2020.00,10.00,5.00,17.00,122.79,13.92,25.33,20.00,1.93,0.93,0.56,,,
2020.00,10.00,5.00,18.00,127.85,12.92,26.44,20.29,4.43,-0.23,0.66,,,
2020.00,10.00,5.00,19.00,110.27,16.80,25.26,20.71,3.40,-0.55,1.39,,,
2020.00,10.00,5.00,20.00,92.69,20.68,25.28,21.13,2.37,-0.88,2.12,,,
2020.00,10.00,5.00,21.00,75.11,24.57,25.16,21.54,1.33,-1.20,2.85,,,
2020.00,10.00,5.00,22.00,77.14,21.26,25.29,21.28,1.80,-1.51,1.65,,,
2020.00,10.00,5.00,23.00,79.17,17.96,23.23,21.02,2.26,-1.81,0.45,,,
2022.00,10.00,1.00,0.00,40.55,125.33,30.25,15.69,-3.82,2.71,1.43,,,
2022.00,10.00,1.00,1.00,66.74,105.08,30.66,15.78,-3.62,1.97,1.41,,,
2022.00,10.00,1.00,2.00,92.93,84.83,30.43,15.86,-3.42,1.23,1.40,,,
2022.00,10.00,1.00,3.00,119.12,64.58,31.93,15.94,-3.21,0.48,1.38,,,
2022.00,10.00,1.00,4.00,88.07,82.01,28.24,14.98,-3.10,0.51,1.33,,,
2022.00,10.00,1.00,5.00,57.03,99.44,27.09,14.03,-3.00,0.54,1.28,,,
2022.00,10.00,1.00,6.00,25.98,116.87,31.15,13.07,-2.89,0.57,1.23,,,
2022.00,10.00,1.00,7.00,22.26,102.12,28.85,13.22,-3.08,0.55,1.18,,,
2022.00,10.00,1.00,8.00,18.54,87.37,26.56,13.37,-3.27,0.53,1.13,0.50,1.42,0.35
2022.00,10.00,1.00,9.00,14.81,72.62,27.53,13.52,-3.47,0.51,1.08,,,
2022.00,10.00,1.00,10.00,12.07,72.84,26.82,14.35,-2.81,0.97,1.01,,,
2022.00,10.00,1.00,11.00,9.33,73.06,27.11,15.19,-2.16,1.42,0.94,,,
2022.00,10.00,1.00,12.00,6.58,73.28,29.54,16.03,-1.51,1.88,0.87,,,
2022.00,10.00,1.00,13.00,17.76,63.11,26.99,15.76,-0.59,1.93,1.60,,,
