year,month,day,hour,O3_forecast,NO2_forecast,T_forecast,q_forecast,u_forecast,v_forecast,w_forecast,NO2_satellite,HCHO_satellite,ratio_satellite,O3_target,NO2_target
2022.00,7.00,24.00,10.00,68.76,56.65,13.07,7.94,1.37,-1.29,1.19,,,,82.67,10.07
2022.00,7.00,24.00,11.00,75.18,52.86,12.59,7.75,1.49,-1.04,1.21,,,,70.85,19.00
2022.00,7.00,24.00,12.00,81.60,49.08,12.90,7.56,1.62,-0.80,1.23,,,,65.30,21.45
2022.00,7.00,24.00,13.00,81.50,46.54,14.65,7.47,1.57,-0.64,0.76,,,,69.57,16.85
2022.00,7.00,24.00,14.00,81.39,43.99,13.59,7.38,1.52,-0.48,0.28,,,,58.62,14.75
2022.00,7.00,24.00,15.00,81.29,41.45,11.28,7.30,1.47,-0.32,-0.19,,,,57.95,20.23
2022.00,7.00,24.00,16.00,81.30,40.64,9.67,7.26,1.19,-0.85,0.18,,,,53.70,28.95
2022.00,7.00,24.00,17.00,81.31,39.83,9.29,7.22,0.91,-1.38,0.55,,,,53.00,27.68
2022.00,7.00,24.00,18.00,81.33,39.02,8.86,7.19,0.63,-1.91,0.92,,,,48.22,27.93
2022.00,7.00,24.00,19.00,77.86,53.67,9.30,7.13,0.74,-1.33,0.83,,,,48.58,23.35
2022.00,7.00,24.00,20.00,74.38,68.31,13.18,7.07,0.85,-0.76,0.75,,,,45.90,17.85
2022.00,7.00,24.00,21.00,70.91,82.96,13.56,7.02,0.96,-0.19,0.67,,,,54.87,13.90
2022.00,7.00,24.00,22.00,81.75,84.22,12.73,7.10,0.86,-0.07,0.54,,,,46.40,10.10
2022.00,7.00,24.00,23.00,92.59,85.49,17.20,7.19,0.75,0.06,0.41,,,,44.72,13.27
2023.00,7.00,25.00,0.00,61.98,55.68,8.86,8.86,0.06,-0.44,0.54,,,,29.73,11.68
2023.00,7.00,25.00,1.00,45.99,62.10,7.73,8.37,-0.01,-0.03,0.72,,,,29.85,8.07
2023.00,7.00,25.00,2.00,30.01,68.52,6.89,7.88,-0.07,0.37,0.89,,,,32.80,7.05
2023.00,7.00,25.00,3.00,14.02,74.94,6.59,7.39,-0.14,0.78,1.07,,,,34.08,7.57
2023.00,7.00,25.00,4.00,9.72,85.67,6.26,7.54,-0.69,0.89,0.81,,,,36.70,6.00
2023.00,7.00,25.00,5.00,5.43,96.41,8.65,7.69,-1.24,0.99,0.55,,,,37.92,7.90
2023.00,7.00,25.00,6.00,1.13,107.15,12.27,7.83,-1.79,1.10,0.29,,,,57.52,11.77
2023.00,7.00,25.00,7.00,2.48,97.38,12.07,7.06,-2.22,1.73,0.78,,,,63.77,13.00
2023.00,7.00,25.00,8.00,3.82,87.61,12.02,6.29,-2.65,2.37,1.27,,,,56.70,15.12
2023.00,7.00,25.00,9.00,5.17,77.85,12.95,5.51,-3.07,3.00,1.76,,,,57.77,22.23
2023.00,7.00,25.00,10.00,7.69,76.42,9.22,5.55,-2.16,2.59,1.43,,,,55.65,16.20
2023.00,7.00,25.00,11.00,10.21,75.00,8.42,5.59,-1.25,2.17,1.10,,,,46.50,15.78
2023.00,7.00,25.00,12.00,12.72,73.58,7.86,5.62,-0.34,1.76,0.78,,,,43.58,18.80
2023.00,7.00,25.00,13.00,17.20,73.34,8.19,5.85,0.20,0.87,0.85,,,,39.88,18.70
2023.00,7.00,25.00,14.00,21.67,73.10,8.75,6.08,0.74,-0.03,0.93,,,,39.15,11.55
2023.00,7.00,25.00,15.00,26.15,72.87,8.64,6.31,1.27,-0.92,1.01,,,,41.40,10.97
2023.00,7.00,25.00,16.00,23.86,83.40,10.89,6.30,1.40,-0.98,0.85,,,,44.10,10.65
2023.00,7.00,25.00,17.00,21.57,93.94,10.33,6.28,1.53,-1.04,0.68,,,,37.07,12.23
2023.00,7.00,25.00,18.00,19.28,104.47,11.03,6.27,1.66,-1.10,0.52,,,,32.58,13.85
2023.00,7.00,25.00,19.00,19.24,103.44,11.50,6.42,1.97,-0.84,0.18,,,,32.77,14.05
2023.00,7.00,25.00,20.00,19.20,102.41,12.74,6.58,2.29,-0.58,-0.15,,,,34.30,13.18
2023.00,7.00,25.00,21.00,19.17,101.37,12.05,6.74,2.60,-0.32,-0.48,,,,32.98,10.80
2023.00,7.00,25.00,22.00,13.60,106.71,7.79,6.77,2.25,-0.51,-0.48,,,,31.60,9.05
2023.00,7.00,25.00,23.00,8.03,112.05,7.39,6.80,1.90,-0.70,-0.48,,,,27.30,9.12
2019.00,11.00,5.00,0.00,4.22,89.01,17.21,8.76,2.23,0.15,-0.12,,,,7.10,32.85
2019.00,11.00,5.00,1.00,11.65,78.45,17.04,8.83,2.28,-0.25,-0.14,,,,6.47,38.15
2019.00,11.00,5.00,2.00,19.08,67.89,18.10,8.90,2.32,-0.65,-0.15,,,,7.67,46.12
2019.00,11.00,5.00,3.00,26.51,57.33,18.03,8.97,2.36,-1.06,-0.16,,,,27.80,31.77
2019.00,11.00,5.00,4.00,17.67,86.12,18.68,8.26,2.39,-1.03,-0.14,,,,61.65,26.10
2019.00,11.00,5.00,5.00,8.84,114.92,17.90,7.54,2.41,-1.00,-0.11,,,,87.50,19.72
2019.00,11.00,5.00,6.00,0.00,143.71,16.53,6.83,2.44,-0.97,-0.09,,,,99.27,16.85
2019.00,11.00,5.00,7.00,23.64,102.07,17.43,6.70,1.73,0.01,-0.18,,,,109.03,16.07
2019.00,11.00,5.00,8.00,47.27,60.43,15.42,6.57,1.03,0.98,-0.28,1.32,1.92,0.69,113.22,16.62
2019.00,11.00,5.00,9.00,70.91,18.79,14.87,6.45,0.33,1.96,-0.37,,,,117.08,15.05
2019.00,11.00,5.00,10.00,67.06,20.52,14.87,6.46,-0.32,1.97,0.21,,,,118.80,17.05
2019.00,11.00,5.00,11.00,63.21,22.24,14.59,6.46,-0.97,1.98,0.80,,,,114.38,22.05
2019.00,11.00,5.00,12.00,59.36,23.96,16.08,6.47,-1.61,1.99,1.38,,,,71.12,48.60
2019.00,11.00,5.00,13.00,40.72,35.86,14.87,6.60,-1.03,1.68,1.12,,,,25.80,80.40
2019.00,11.00,5.00,14.00,22.08,47.77,13.67,6.72,-0.45,1.36,0.85,,,,12.15,92.25
2019.00,11.00,5.00,15.00,3.44,59.67,12.35,6.84,0.13,1.05,0.59,,,,4.33,89.58
2019.00,11.00,5.00,16.00,5.34,59.57,10.79,6.96,-0.40,0.12,0.32,,,,4.58,84.22
2019.00,11.00,5.00,17.00,7.24,59.47,11.87,7.07,-0.93,-0.80,0.06,,,,6.60,77.40
2019.00,11.00,5.00,18.00,9.14,59.37,12.55,7.19,-1.45,-1.73,-0.20,,,,3.78,70.22
2019.00,11.00,5.00,19.00,6.11,80.13,12.50,7.19,-0.22,-1.32,0.82,,,,9.72,65.95
2019.00,11.00,5.00,20.00,3.08,100.90,11.56,7.20,1.02,-0.90,1.84,,,,21.70,47.08
2019.00,11.00,5.00,21.00,0.06,121.67,11.40,7.21,2.26,-0.49,2.86,,,,9.95,45.60
2019.00,11.00,5.00,22.00,2.75,123.38,9.49,7.32,2.30,-0.55,2.09,,,,4.08,60.05
2019.00,11.00,5.00,23.00,5.44,125.10,12.29,7.43,2.34,-0.61,1.31,,,,2.60,57.42
2023.00,8.00,23.00,0.00,37.40,44.51,10.82,19.43,-1.34,0.95,0.28,,,,31.02,8.32
2023.00,8.00,23.00,1.00,42.47,40.46,12.56,19.30,-1.05,0.34,-0.03,,,,30.83,6.42
2023.00,8.00,23.00,2.00,47.54,36.40,10.68,19.17,-0.75,-0.26,-0.34,,,,29.75,6.80
2023.00,8.00,23.00,3.00,52.60,32.35,10.86,19.04,-0.46,-0.87,-0.65,,,,28.77,6.22
2023.00,8.00,23.00,4.00,35.07,48.00,10.30,19.38,0.35,-0.68,-0.97,,,,28.92,6.75
2023.00,8.00,23.00,5.00,17.54,63.64,9.92,19.72,1.17,-0.49,-1.30,,,,28.57,6.77
2023.00,8.00,23.00,6.00,0.01,79.29,9.92,20.06,1.98,-0.30,-1.63,,,,26.12,6.40
2023.00,8.00,23.00,7.00,1.62,75.82,11.70,19.71,2.02,0.06,-0.88,,,,27.70,8.75
2023.00,8.00,23.00,8.00,3.24,72.35,11.70,19.37,2.06,0.41,-0.14,0.38,2.95,0.13,28.52,10.28
2023.00,8.00,23.00,9.00,4.85,68.88,10.43,19.03,2.10,0.77,0.60,,,,26.18,11.28
2023.00,8.00,23.00,10.00,5.99,65.48,9.75,19.40,1.50,0.79,0.35,,,,25.35,14.63
2023.00,8.00,23.00,11.00,7.14,62.08,9.61,19.77,0.91,0.81,0.11,,,,24.65,16.50
2023.00,8.00,23.00,12.00,8.28,58.68,10.44,20.14,0.31,0.83,-0.14,,,,24.80,18.67
2023.00,8.00,23.00,13.00,5.91,66.48,12.39,20.32,-0.01,0.43,0.20,,,,25.57,16.80
2023.00,8.00,23.00,14.00,3.54,74.28,11.55,20.51,-0.32,0.03,0.53,,,,25.05,20.95
2023.00,8.00,23.00,15.00,1.16,82.08,11.32,20.69,-0.64,-0.37,0.86,,,,25.55,21.50
2023.00,8.00,23.00,16.00,0.87,88.97,11.07,20.69,-0.22,-0.38,-0.02,,,,34.60,16.98
2023.00,8.00,23.00,17.00,0.57,95.85,10.95,20.69,0.21,-0.39,-0.90,,,,27.60,13.85
2023.00,8.00,23.00,18.00,0.28,102.74,10.59,20.69,0.63,-0.41,-1.78,,,,30.12,11.77
2023.00,8.00,23.00,19.00,15.35,84.02,9.26,20.66,0.91,-0.20,-1.58,,,,27.45,12.10
2023.00,8.00,23.00,20.00,30.43,65.29,9.19,20.63,1.18,0.01,-1.38,,,,25.70,11.10
2023.00,8.00,23.00,21.00,45.51,46.57,8.61,20.60,1.45,0.21,-1.18,,,,34.95,11.70
2023.00,8.00,23.00,22.00,39.28,48.62,7.09,19.66,1.20,0.42,-0.72,,,,26.93,7.43
2023.00,8.00,23.00,23.00,33.05,50.66,6.20,18.71,0.95,0.63,-0.26,,,,21.17,8.85
2024.00,1.00,12.00,0.00,2.59,124.28,16.95,12.35,-0.49,-2.29,-0.47,,,,7.05,28.22
2024.00,1.00,12.00,1.00,1.82,132.85,17.71,11.53,-0.06,-2.35,-0.43,,,,7.90,28.68
2024.00,1.00,12.00,2.00,1.05,141.42,20.99,10.71,0.38,-2.42,-0.39,,,,11.15,27.25
2024.00,1.00,12.00,3.00,0.28,149.99,23.29,9.90,0.81,-2.48,-0.35,,,,13.90,23.05
2024.00,1.00,12.00,4.00,0.51,142.48,21.88,9.92,1.15,-2.00,-0.53,,,,17.33,21.45
2024.00,1.00,12.00,5.00,0.74,134.98,22.41,9.95,1.49,-1.53,-0.72,,,,22.28,23.25
2024.00,1.00,12.00,6.00,0.97,127.47,22.45,9.97,1.82,-1.05,-0.90,,,,24.75,29.57
2024.00,1.00,12.00,7.00,5.38,116.79,23.64,9.82,1.86,-0.93,-0.80,,,,40.55,19.85
2024.00,1.00,12.00,8.00,9.79,106.12,23.58,9.67,1.90,-0.81,-0.69,2.05,8.18,0.25,57.45,24.20
2024.00,1.00,12.00,9.00,14.20,95.44,26.60,9.53,1.94,-0.69,-0.59,,,,73.95,24.75
2024.00,1.00,12.00,10.00,9.60,103.56,25.48,9.67,1.18,-1.24,-0.53,,,,83.70,19.80
2024.00,1.00,12.00,11.00,5.01,111.68,22.33,9.82,0.41,-1.79,-0.46,,,,82.25,22.25
2024.00,1.00,12.00,12.00,0.42,119.80,23.65,9.96,-0.36,-2.34,-0.40,,,,68.15,32.40
2024.00,1.00,12.00,13.00,9.10,108.00,22.67,10.35,0.17,-2.31,-0.73,,,,28.95,54.07
2024.00,1.00,12.00,14.00,17.79,96.20,21.54,10.75,0.70,-2.29,-1.06,,,,14.18,66.70
2024.00,1.00,12.00,15.00,26.47,84.40,22.32,11.14,1.23,-2.26,-1.39,,,,7.45,60.20
2024.00,1.00,12.00,16.00,22.94,98.52,21.03,11.08,1.43,-1.65,-1.19,,,,9.98,77.47
2024.00,1.00,12.00,17.00,19.41,112.63,21.00,11.01,1.64,-1.04,-0.99,,,,10.63,59.60
2024.00,1.00,12.00,18.00,15.87,126.74,24.09,10.95,1.84,-0.44,-0.78,,,,9.43,47.90
2024.00,1.00,12.00,19.00,18.43,116.92,21.89,11.05,1.90,-0.59,-0.79,,,,6.90,44.00
2024.00,1.00,12.00,20.00,20.99,107.10,22.50,11.16,1.96,-0.75,-0.80,,,,7.70,40.03
2024.00,1.00,12.00,21.00,23.55,97.28,20.70,11.26,2.02,-0.90,-0.81,,,,6.55,38.70
2024.00,1.00,12.00,22.00,21.40,100.48,20.97,11.19,2.06,-0.88,-0.90,,,,5.80,31.85
2024.00,1.00,12.00,23.00,19.25,103.68,19.76,11.13,2.10,-0.86,-0.99,,,,6.13,31.27
2020.00,12.00,13.00,0.00,99.43,51.72,41.32,6.17,1.19,0.01,-1.78,,,,13.70,23.15
2020.00,12.00,13.00,1.00,106.92,56.64,39.81,6.02,0.86,0.18,-1.92,,,,4.82,34.95
2020.00,12.00,13.00,2.00,114.40,61.56,41.36,5.88,0.54,0.36,-2.07,,,,4.55,31.50
2020.00,12.00,13.00,3.00,121.88,66.47,39.51,5.73,0.21,0.53,-2.21,,,,7.73,18.75
2020.00,12.00,13.00,4.00,101.11,69.99,37.78,5.92,0.04,0.80,-2.25,,,,12.70,21.45
2020.00,12.00,13.00,5.00,80.33,73.50,38.20,6.11,-0.14,1.07,-2.29,,,,17.07,22.48
2020.00,12.00,13.00,6.00,59.56,77.01,37.90,6.30,-0.31,1.34,-2.33,,,,24.85,21.15
2020.00,12.00,13.00,7.00,62.40,66.37,37.83,7.43,0.05,0.59,-2.42,,,,33.40,14.43
2020.00,12.00,13.00,8.00,65.24,55.73,39.17,8.55,0.42,-0.16,-2.51,0.35,0.25,1.40,38.72,13.07
2020.00,12.00,13.00,9.00,68.09,45.10,41.31,9.68,0.79,-0.90,-2.61,,,,42.73,13.68
2020.00,12.00,13.00,10.00,64.15,43.51,41.37,9.94,0.30,-0.63,-2.31,,,,45.08,14.95
2020.00,12.00,13.00,11.00,60.22,41.93,41.36,10.20,-0.19,-0.36,-2.01,,,,47.70,16.33
2020.00,12.00,13.00,12.00,56.29,40.35,41.48,10.46,-0.68,-0.09,-1.72,,,,33.10,30.73
2020.00,12.00,13.00,13.00,48.46,47.52,43.55,10.58,-0.12,-0.28,-1.84,,,,16.30,45.92
2020.00,12.00,13.00,14.00,40.63,54.70,42.29,10.71,0.44,-0.47,-1.96,,,,15.70,42.92
2020.00,12.00,13.00,15.00,32.79,61.87,42.60,10.83,1.00,-0.66,-2.08,,,,12.62,37.67
2020.00,12.00,13.00,16.00,40.08,55.55,38.16,10.98,1.23,-0.55,-2.40,,,,7.85,31.00
2020.00,12.00,13.00,17.00,47.36,49.23,40.08,11.13,1.45,-0.45,-2.71,,,,8.85,26.95
2020.00,12.00,13.00,18.00,54.65,42.91,39.24,11.28,1.67,-0.34,-3.03,,,,10.10,23.75
2020.00,12.00,13.00,19.00,62.17,38.64,40.26,10.61,2.24,-0.49,-2.78,,,,7.70,24.33
2020.00,12.00,13.00,20.00,69.70,34.38,36.90,9.94,2.81,-0.64,-2.53,,,,18.30,16.25
2020.00,12.00,13.00,21.00,77.23,30.11,39.12,9.27,3.38,-0.79,-2.28,,,,19.27,14.70
2020.00,12.00,13.00,22.00,77.23,36.48,38.11,8.71,3.47,-0.85,-1.84,,,,20.98,16.12
2020.00,12.00,13.00,23.00,77.24,42.85,39.49,8.16,3.55,-0.91,-1.39,,,,14.57,20.93
2019.00,9.00,29.00,0.00,27.03,43.54,27.71,10.26,-1.19,-0.41,2.46,,,,3.58,19.50
2019.00,9.00,29.00,1.00,31.18,41.19,24.16,9.68,-1.05,-0.07,1.78,,,,3.47,19.55
2019.00,9.00,29.00,2.00,35.34,38.83,24.05,9.10,-0.92,0.27,1.09,,,,3.48,16.05
2019.00,9.00,29.00,3.00,39.50,36.47,22.82,8.52,-0.78,0.61,0.41,,,,3.30,16.25
2019.00,9.00,29.00,4.00,39.70,37.35,24.84,7.80,0.02,0.22,0.82,,,,3.88,18.35
2019.00,9.00,29.00,5.00,39.90,38.23,25.31,7.09,0.81,-0.16,1.23,,,,3.83,17.53
2019.00,9.00,29.00,6.00,40.09,39.11,26.03,6.37,1.61,-0.54,1.63,,,,3.70,13.60
2019.00,9.00,29.00,7.00,41.08,37.38,24.98,7.03,0.53,-0.39,2.04,,,,3.58,15.20
2019.00,9.00,29.00,8.00,42.06,35.64,24.83,7.69,-0.54,-0.23,2.45,,1.97,,4.40,20.35
2019.00,9.00,29.00,9.00,43.04,33.91,25.52,8.34,-1.62,-0.07,2.86,,,,4.67,13.35
2019.00,9.00,29.00,10.00,42.64,37.53,26.87,9.53,-1.96,0.69,2.25,,,,4.72,13.75
2019.00,9.00,29.00,11.00,42.24,41.16,26.96,10.73,-2.31,1.45,1.64,,,,5.05,13.25
2019.00,9.00,29.00,12.00,41.83,44.78,28.76,11.92,-2.66,2.21,1.04,,,,4.75,11.93
2019.00,9.00,29.00,13.00,52.31,35.72,29.09,10.68,-3.26,1.27,1.50,,,,3.82,15.35
2019.00,9.00,29.00,14.00,62.79,26.66,29.72,9.43,-3.86,0.32,1.97,,,,3.62,21.70
2019.00,9.00,29.00,15.00,73.27,17.60,30.01,8.19,-4.46,-0.62,2.43,,,,3.25,23.15
2019.00,9.00,29.00,16.00,63.05,20.96,29.43,8.47,-3.65,-0.24,2.61,,,,3.20,29.05
2019.00,9.00,29.00,17.00,52.82,24.32,29.31,8.76,-2.84,0.14,2.78,,,,3.33,31.57
2019.00,9.00,29.00,18.00,42.60,27.68,28.95,9.04,-2.04,0.53,2.96,,,,5.85,31.90
2019.00,9.00,29.00,19.00,42.06,30.30,28.94,8.60,-2.27,0.47,1.84,,,,7.28,36.15
2019.00,9.00,29.00,20.00,41.52,32.92,28.87,8.15,-2.49,0.42,0.73,,,,5.60,32.33
2019.00,9.00,29.00,21.00,40.98,35.54,28.83,7.71,-2.72,0.36,-0.39,,,,4.40,32.60
2019.00,9.00,29.00,22.00,46.64,35.90,29.44,7.53,-2.32,0.51,0.12,,,,4.12,28.08
2019.00,9.00,29.00,23.00,52.31,36.25,27.07,7.35,-1.92,0.65,0.64,,,,6.00,27.25
2023.00,4.00,10.00,0.00,0.03,125.70,12.72,22.20,-0.66,1.52,0.04,,,,0.60,28.38
2023.00,4.00,10.00,1.00,0.56,118.15,12.90,22.09,-0.73,1.47,0.35,,,,1.25,28.83
2023.00,4.00,10.00,2.00,1.08,110.61,10.01,21.97,-0.81,1.41,0.66,,,,5.10,27.05
2023.00,4.00,10.00,3.00,1.61,103.06,9.61,21.86,-0.89,1.36,0.98,,,,25.62,18.30
2023.00,4.00,10.00,4.00,1.08,140.38,7.84,22.06,-1.04,1.56,0.81,,,,47.52,10.85
2023.00,4.00,10.00,5.00,0.54,177.71,8.55,22.27,-1.20,1.77,0.65,,,,64.40,6.15
2023.00,4.00,10.00,6.00,0.01,215.03,9.16,22.48,-1.36,1.97,0.49,,,,63.83,2.95
2023.00,4.00,10.00,7.00,0.90,216.01,8.37,22.44,-1.75,1.72,0.47,,,,64.33,2.98
2023.00,4.00,10.00,8.00,1.79,217.00,10.48,22.39,-2.13,1.48,0.45,0.40,1.46,0.28,62.90,4.50
2023.00,4.00,10.00,9.00,2.67,217.98,9.62,22.35,-2.52,1.23,0.44,,,,62.05,5.30
2023.00,4.00,10.00,10.00,2.61,180.83,8.35,22.24,-2.09,1.46,0.13,,,,61.35,5.93
2023.00,4.00,10.00,11.00,2.55,143.68,9.13,22.13,-1.66,1.68,-0.17,,,,60.70,5.95
2023.00,4.00,10.00,12.00,2.49,106.54,9.32,22.03,-1.23,1.91,-0.48,,,,58.73,8.50
2023.00,4.00,10.00,13.00,1.71,100.01,8.89,21.72,-1.42,1.24,-0.55,,,,49.23,16.57
2023.00,4.00,10.00,14.00,0.94,93.49,8.82,21.42,-1.60,0.57,-0.62,,,,32.05,25.98
2023.00,4.00,10.00,15.00,0.16,86.97,9.64,21.11,-1.78,-0.10,-0.70,,,,25.65,31.30
2023.00,4.00,10.00,16.00,3.16,87.49,14.95,21.27,-1.55,0.15,-0.30,,,,7.60,42.20
2023.00,4.00,10.00,17.00,6.17,88.01,17.43,21.44,-1.33,0.39,0.09,,,,5.00,37.25
2023.00,4.00,10.00,18.00,9.18,88.52,14.96,21.60,-1.10,0.64,0.48,,,,5.50,38.08
2023.00,4.00,10.00,19.00,7.09,87.66,12.75,21.46,-0.91,1.15,0.47,,,,8.57,31.95
2023.00,4.00,10.00,20.00,5.01,86.80,12.12,21.31,-0.72,1.65,0.45,,,,7.60,38.70
2023.00,4.00,10.00,21.00,2.93,85.94,13.56,21.16,-0.53,2.16,0.43,,,,3.58,41.10
2023.00,4.00,10.00,22.00,1.96,101.25,13.11,21.36,-1.00,1.99,0.45,,,,6.60,30.87
